scen,distrib,ghg,h2o,plastic
scen0,dining,453.1514163874731,111.1958093757449,330.21327695174006
scen0,vending,38.27801265362022,6.475967784826234,92.009733955
scen6_1,dining,453.1514163874731,111.1958093757449,330.21327695174006
scen6_1,vending,36.32779064881995,3.61097134582231,92.009733955
scen6_2,dining,453.1514163874731,111.1958093757449,330.21327695174006
scen6_2,vending,25.68545690066083,1.10506098231318,109.43623818750001
