scen,bev_type,SSB_status,cont_type,impact_type,item,value
scen2_3,coffee,non_SSB,glass,ghg,bev,384198.33075353387
scen2_3,coffee,non_SSB,glass,h2o,bev,9991.689754036786
scen2_3,coffee,non_SSB,plastic,ghg,bev,79936.77615128562
scen2_3,coffee,non_SSB,plastic,h2o,bev,2078.8832311556994
scen2_3,coffee,SSB,alum_can,ghg,bev,0
scen2_3,coffee,SSB,alum_can,h2o,bev,0
scen2_3,coffee,SSB,glass,ghg,bev,0
scen2_3,coffee,SSB,glass,h2o,bev,0
scen2_3,coffee,SSB,plastic,ghg,bev,0
scen2_3,coffee,SSB,plastic,h2o,bev,0
scen2_3,coffee_milk,non_SSB,alum_can,ghg,bev,14588.111816349998
scen2_3,coffee_milk,non_SSB,alum_can,h2o,bev,5084.241684757999
scen2_3,coffee_milk,non_SSB,glass,ghg,bev,335071.86424065
scen2_3,coffee_milk,non_SSB,glass,h2o,bev,116779.08429880199
scen2_3,coffee_milk,non_SSB,plastic,ghg,bev,56949.905350749985
scen2_3,coffee_milk,non_SSB,plastic,h2o,bev,19848.153508309995
scen2_3,coffee_milk,SSB,alum_can,ghg,bev,0
scen2_3,coffee_milk,SSB,alum_can,h2o,bev,0
scen2_3,coffee_milk,SSB,glass,ghg,bev,0
scen2_3,coffee_milk,SSB,glass,h2o,bev,0
scen2_3,coffee_milk,SSB,plastic,ghg,bev,0
scen2_3,coffee_milk,SSB,plastic,h2o,bev,0
scen2_3,juice,non_SSB,alum_can,ghg,bev,194915.51899582654
scen2_3,juice,non_SSB,alum_can,h2o,bev,43553.93134670434
scen2_3,juice,non_SSB,glass,ghg,bev,617466.1165650772
scen2_3,juice,non_SSB,glass,h2o,bev,137972.989469183
scen2_3,juice,non_SSB,plastic,ghg,bev,35414751.137499824
scen2_3,juice,non_SSB,plastic,h2o,bev,7913436.793795333
scen2_3,juice,non_SSB,carton,ghg,bev,1053234.4581372724
scen2_3,juice,non_SSB,carton,h2o,bev,235345.55646477954
scen2_3,juice,SSB,alum_can,ghg,bev,0
scen2_3,juice,SSB,alum_can,h2o,bev,0
scen2_3,juice,SSB,glass,ghg,bev,0
scen2_3,juice,SSB,glass,h2o,bev,0
scen2_3,juice,SSB,plastic,ghg,bev,0
scen2_3,juice,SSB,plastic,h2o,bev,0
scen2_3,juice,SSB,carton,ghg,bev,0
scen2_3,juice,SSB,carton,h2o,bev,0
scen2_3,juice,SSB,bag_in_box,ghg,bev,0
scen2_3,juice,SSB,bag_in_box,h2o,bev,0
scen2_3,milk_almond,non_SSB,carton,ghg,bev,154191.9882958
scen2_3,milk_almond,non_SSB,carton,h2o,bev,62305.855873299995
scen2_3,milk_almond,SSB,plastic,ghg,bev,0
scen2_3,milk_almond,SSB,plastic,h2o,bev,0
scen2_3,milk_almond,SSB,carton,ghg,bev,0
scen2_3,milk_almond,SSB,carton,h2o,bev,0
scen2_3,milk_an,non_SSB,plastic,ghg,bev,65238295.370649494
scen2_3,milk_an,non_SSB,plastic,h2o,bev,29976759.34289654
scen2_3,milk_an,non_SSB,carton,ghg,bev,1863006.176983306
scen2_3,milk_an,non_SSB,carton,h2o,bev,856044.559479456
scen2_3,milk_an,SSB,plastic,ghg,bev,0
scen2_3,milk_an,SSB,plastic,h2o,bev,0
scen2_3,milk_an,SSB,carton,ghg,bev,0
scen2_3,milk_an,SSB,carton,h2o,bev,0
scen2_3,milk_an,SSB,bag_in_box,ghg,bev,0
scen2_3,milk_an,SSB,bag_in_box,h2o,bev,0
scen2_3,milk_other_plant,non_SSB,carton,ghg,bev,0
scen2_3,milk_other_plant,non_SSB,carton,h2o,bev,0
scen2_3,milk_other_plant,non_SSB,bag_in_box,ghg,bev,0
scen2_3,milk_other_plant,non_SSB,bag_in_box,h2o,bev,0
scen2_3,milk_other_plant,SSB,carton,ghg,bev,0
scen2_3,milk_other_plant,SSB,carton,h2o,bev,0
scen2_3,milk_other_plant,SSB,bag_in_box,ghg,bev,0
scen2_3,milk_other_plant,SSB,bag_in_box,h2o,bev,0
scen2_3,milk_soy,non_SSB,carton,ghg,bev,6396653.501111302
scen2_3,milk_soy,non_SSB,carton,h2o,bev,105678.12471650002
scen2_3,milk_soy,SSB,carton,ghg,bev,0
scen2_3,milk_soy,SSB,carton,h2o,bev,0
scen2_3,probiotic,non_SSB,plastic,ghg,bev,113338.67810432999
scen2_3,probiotic,non_SSB,plastic,h2o,bev,19648.51320096
scen2_3,probiotic,SSB,glass,ghg,bev,0
scen2_3,probiotic,SSB,glass,h2o,bev,0
scen2_3,soda,non_SSB,alum_can,ghg,bev,1140437.1409053612
scen2_3,soda,non_SSB,alum_can,h2o,bev,501248.5539532657
scen2_3,soda,non_SSB,glass,ghg,bev,141826.23364286983
scen2_3,soda,non_SSB,glass,h2o,bev,62335.91662026193
scen2_3,soda,non_SSB,plastic,ghg,bev,919036.9603669201
scen2_3,soda,non_SSB,plastic,h2o,bev,403938.04348375887
scen2_3,soda,non_SSB,bag_in_box,ghg,bev,1762504.6450613488
scen2_3,soda,non_SSB,bag_in_box,h2o,bev,774661.6389322135
scen2_3,soda,SSB,alum_can,ghg,bev,0
scen2_3,soda,SSB,alum_can,h2o,bev,0
scen2_3,soda,SSB,glass,ghg,bev,0
scen2_3,soda,SSB,glass,h2o,bev,0
scen2_3,soda,SSB,plastic,ghg,bev,0
scen2_3,soda,SSB,plastic,h2o,bev,0
scen2_3,soda,SSB,carton,ghg,bev,0
scen2_3,soda,SSB,carton,h2o,bev,0
scen2_3,soda,SSB,bag_in_box,ghg,bev,0
scen2_3,soda,SSB,bag_in_box,h2o,bev,0
scen2_3,tea,non_SSB,alum_can,ghg,bev,72039.50022030232
scen2_3,tea,non_SSB,alum_can,h2o,bev,9155.036319310755
scen2_3,tea,non_SSB,glass,ghg,bev,149320.00248078653
scen2_3,tea,non_SSB,glass,h2o,bev,18976.117848273378
scen2_3,tea,non_SSB,plastic,ghg,bev,409953.0171099522
scen2_3,tea,non_SSB,plastic,h2o,bev,52098.28981843658
scen2_3,tea,non_SSB,bag_in_box,ghg,bev,725396.3637089587
scen2_3,tea,non_SSB,bag_in_box,h2o,bev,92185.95402997927
scen2_3,tea,SSB,alum_can,ghg,bev,0
scen2_3,tea,SSB,alum_can,h2o,bev,0
scen2_3,tea,SSB,glass,ghg,bev,0
scen2_3,tea,SSB,glass,h2o,bev,0
scen2_3,tea,SSB,plastic,ghg,bev,0
scen2_3,tea,SSB,plastic,h2o,bev,0
scen2_3,tea,SSB,bag_in_box,ghg,bev,0
scen2_3,tea,SSB,bag_in_box,h2o,bev,0
scen2_3,water_bottled,non_SSB,plastic,ghg,bev,27785694.7325896
scen2_3,water_bottled,non_SSB,plastic,h2o,bev,1537084.4466163001
scen2_3,water_ucsb,non_SSB,steel_bott_reuse,ghg,bev,0
scen2_3,water_ucsb,non_SSB,steel_bott_reuse,h2o,bev,0
scen2_4,coffee,non_SSB,alum_can,ghg,bev,54009.390201580456
scen2_4,coffee,non_SSB,alum_can,h2o,bev,1404.6002481075136
scen2_4,coffee,non_SSB,glass,ghg,bev,384198.33075353387
scen2_4,coffee,non_SSB,glass,h2o,bev,9991.689754036786
scen2_4,coffee,non_SSB,plastic,ghg,bev,79936.77615128562
scen2_4,coffee,non_SSB,plastic,h2o,bev,2078.8832311556994
scen2_4,coffee,SSB,alum_can,ghg,bev,0
scen2_4,coffee,SSB,alum_can,h2o,bev,0
scen2_4,coffee,SSB,glass,ghg,bev,0
scen2_4,coffee,SSB,glass,h2o,bev,0
scen2_4,coffee,SSB,plastic,ghg,bev,0
scen2_4,coffee,SSB,plastic,h2o,bev,0
scen2_4,coffee_milk,non_SSB,alum_can,ghg,bev,14588.111816349998
scen2_4,coffee_milk,non_SSB,alum_can,h2o,bev,5084.241684757999
scen2_4,coffee_milk,non_SSB,glass,ghg,bev,335071.86424065
scen2_4,coffee_milk,non_SSB,glass,h2o,bev,116779.08429880199
scen2_4,coffee_milk,non_SSB,plastic,ghg,bev,56949.905350749985
scen2_4,coffee_milk,non_SSB,plastic,h2o,bev,19848.153508309995
scen2_4,coffee_milk,SSB,alum_can,ghg,bev,0
scen2_4,coffee_milk,SSB,alum_can,h2o,bev,0
scen2_4,coffee_milk,SSB,glass,ghg,bev,0
scen2_4,coffee_milk,SSB,glass,h2o,bev,0
scen2_4,coffee_milk,SSB,plastic,ghg,bev,0
scen2_4,coffee_milk,SSB,plastic,h2o,bev,0
scen2_4,juice,non_SSB,alum_can,ghg,bev,194915.51899582654
scen2_4,juice,non_SSB,alum_can,h2o,bev,43553.93134670434
scen2_4,juice,non_SSB,glass,ghg,bev,617466.1165650772
scen2_4,juice,non_SSB,glass,h2o,bev,137972.989469183
scen2_4,juice,non_SSB,plastic,ghg,bev,35414751.137499824
scen2_4,juice,non_SSB,plastic,h2o,bev,7913436.793795333
scen2_4,juice,non_SSB,carton,ghg,bev,1053234.4581372724
scen2_4,juice,non_SSB,carton,h2o,bev,235345.55646477954
scen2_4,juice,SSB,alum_can,ghg,bev,0
scen2_4,juice,SSB,alum_can,h2o,bev,0
scen2_4,juice,SSB,glass,ghg,bev,0
scen2_4,juice,SSB,glass,h2o,bev,0
scen2_4,juice,SSB,plastic,ghg,bev,0
scen2_4,juice,SSB,plastic,h2o,bev,0
scen2_4,juice,SSB,carton,ghg,bev,0
scen2_4,juice,SSB,carton,h2o,bev,0
scen2_4,juice,SSB,bag_in_box,ghg,bev,0
scen2_4,juice,SSB,bag_in_box,h2o,bev,0
scen2_4,milk_almond,non_SSB,carton,ghg,bev,154191.9882958
scen2_4,milk_almond,non_SSB,carton,h2o,bev,62305.855873299995
scen2_4,milk_almond,SSB,plastic,ghg,bev,0
scen2_4,milk_almond,SSB,plastic,h2o,bev,0
scen2_4,milk_almond,SSB,carton,ghg,bev,0
scen2_4,milk_almond,SSB,carton,h2o,bev,0
scen2_4,milk_an,non_SSB,plastic,ghg,bev,65238295.370649494
scen2_4,milk_an,non_SSB,plastic,h2o,bev,29976759.34289654
scen2_4,milk_an,non_SSB,carton,ghg,bev,1863006.176983306
scen2_4,milk_an,non_SSB,carton,h2o,bev,856044.559479456
scen2_4,milk_an,SSB,plastic,ghg,bev,0
scen2_4,milk_an,SSB,plastic,h2o,bev,0
scen2_4,milk_an,SSB,carton,ghg,bev,0
scen2_4,milk_an,SSB,carton,h2o,bev,0
scen2_4,milk_an,SSB,bag_in_box,ghg,bev,0
scen2_4,milk_an,SSB,bag_in_box,h2o,bev,0
scen2_4,milk_other_plant,non_SSB,carton,ghg,bev,0
scen2_4,milk_other_plant,non_SSB,carton,h2o,bev,0
scen2_4,milk_other_plant,non_SSB,bag_in_box,ghg,bev,0
scen2_4,milk_other_plant,non_SSB,bag_in_box,h2o,bev,0
scen2_4,milk_other_plant,SSB,carton,ghg,bev,0
scen2_4,milk_other_plant,SSB,carton,h2o,bev,0
scen2_4,milk_other_plant,SSB,bag_in_box,ghg,bev,0
scen2_4,milk_other_plant,SSB,bag_in_box,h2o,bev,0
scen2_4,milk_soy,non_SSB,carton,ghg,bev,6396653.501111302
scen2_4,milk_soy,non_SSB,carton,h2o,bev,105678.12471650002
scen2_4,milk_soy,SSB,carton,ghg,bev,0
scen2_4,milk_soy,SSB,carton,h2o,bev,0
scen2_4,probiotic,non_SSB,plastic,ghg,bev,113338.67810432999
scen2_4,probiotic,non_SSB,plastic,h2o,bev,19648.51320096
scen2_4,probiotic,SSB,glass,ghg,bev,0
scen2_4,probiotic,SSB,glass,h2o,bev,0
scen2_4,soda,non_SSB,alum_can,ghg,bev,1140437.1409053612
scen2_4,soda,non_SSB,alum_can,h2o,bev,501248.5539532657
scen2_4,soda,non_SSB,glass,ghg,bev,141826.23364286983
scen2_4,soda,non_SSB,glass,h2o,bev,62335.91662026193
scen2_4,soda,non_SSB,plastic,ghg,bev,919036.9603669201
scen2_4,soda,non_SSB,plastic,h2o,bev,403938.04348375887
scen2_4,soda,non_SSB,bag_in_box,ghg,bev,1762504.6450613488
scen2_4,soda,non_SSB,bag_in_box,h2o,bev,774661.6389322135
scen2_4,soda,SSB,alum_can,ghg,bev,0
scen2_4,soda,SSB,alum_can,h2o,bev,0
scen2_4,soda,SSB,glass,ghg,bev,0
scen2_4,soda,SSB,glass,h2o,bev,0
scen2_4,soda,SSB,plastic,ghg,bev,0
scen2_4,soda,SSB,plastic,h2o,bev,0
scen2_4,soda,SSB,carton,ghg,bev,0
scen2_4,soda,SSB,carton,h2o,bev,0
scen2_4,soda,SSB,bag_in_box,ghg,bev,0
scen2_4,soda,SSB,bag_in_box,h2o,bev,0
scen2_4,tea,non_SSB,alum_can,ghg,bev,72039.50022030232
scen2_4,tea,non_SSB,alum_can,h2o,bev,9155.036319310755
scen2_4,tea,non_SSB,glass,ghg,bev,149320.00248078653
scen2_4,tea,non_SSB,glass,h2o,bev,18976.117848273378
scen2_4,tea,non_SSB,plastic,ghg,bev,409953.0171099522
scen2_4,tea,non_SSB,plastic,h2o,bev,52098.28981843658
scen2_4,tea,non_SSB,bag_in_box,ghg,bev,725396.3637089587
scen2_4,tea,non_SSB,bag_in_box,h2o,bev,92185.95402997927
scen2_4,tea,SSB,alum_can,ghg,bev,0
scen2_4,tea,SSB,alum_can,h2o,bev,0
scen2_4,tea,SSB,glass,ghg,bev,0
scen2_4,tea,SSB,glass,h2o,bev,0
scen2_4,tea,SSB,plastic,ghg,bev,0
scen2_4,tea,SSB,plastic,h2o,bev,0
scen2_4,tea,SSB,bag_in_box,ghg,bev,0
scen2_4,tea,SSB,bag_in_box,h2o,bev,0
scen2_4,water_bottled,non_SSB,plastic,ghg,bev,3961809.1123512
scen2_4,water_bottled,non_SSB,plastic,h2o,bev,219164.4018861
scen2_4,water_ucsb,non_SSB,steel_bott_reuse,ghg,bev,3904128.1910904
scen2_4,water_ucsb,non_SSB,steel_bott_reuse,h2o,bev,1256663.96
scen3_1,coffee,non_SSB,alum_can,ghg,bev,0
scen3_1,coffee,non_SSB,alum_can,h2o,bev,0
scen3_1,coffee,non_SSB,glass,ghg,bev,0
scen3_1,coffee,non_SSB,glass,h2o,bev,0
scen3_1,coffee,non_SSB,plastic,ghg,bev,0
scen3_1,coffee,non_SSB,plastic,h2o,bev,0
scen3_1,coffee,SSB,alum_can,ghg,bev,0
scen3_1,coffee,SSB,alum_can,h2o,bev,0
scen3_1,coffee,SSB,glass,ghg,bev,0
scen3_1,coffee,SSB,glass,h2o,bev,0
scen3_1,coffee,SSB,plastic,ghg,bev,0
scen3_1,coffee,SSB,plastic,h2o,bev,0
scen3_1,coffee_milk,non_SSB,alum_can,ghg,bev,0
scen3_1,coffee_milk,non_SSB,alum_can,h2o,bev,0
scen3_1,coffee_milk,non_SSB,glass,ghg,bev,0
scen3_1,coffee_milk,non_SSB,glass,h2o,bev,0
scen3_1,coffee_milk,non_SSB,plastic,ghg,bev,0
scen3_1,coffee_milk,non_SSB,plastic,h2o,bev,0
scen3_1,coffee_milk,SSB,alum_can,ghg,bev,0
scen3_1,coffee_milk,SSB,alum_can,h2o,bev,0
scen3_1,coffee_milk,SSB,glass,ghg,bev,0
scen3_1,coffee_milk,SSB,glass,h2o,bev,0
scen3_1,coffee_milk,SSB,plastic,ghg,bev,0
scen3_1,coffee_milk,SSB,plastic,h2o,bev,0
scen3_1,juice,non_SSB,alum_can,ghg,bev,0
scen3_1,juice,non_SSB,alum_can,h2o,bev,0
scen3_1,juice,non_SSB,glass,ghg,bev,0
scen3_1,juice,non_SSB,glass,h2o,bev,0
scen3_1,juice,non_SSB,plastic,ghg,bev,0
scen3_1,juice,non_SSB,plastic,h2o,bev,0
scen3_1,juice,non_SSB,carton,ghg,bev,0
scen3_1,juice,non_SSB,carton,h2o,bev,0
scen3_1,juice,SSB,alum_can,ghg,bev,0
scen3_1,juice,SSB,alum_can,h2o,bev,0
scen3_1,juice,SSB,glass,ghg,bev,0
scen3_1,juice,SSB,glass,h2o,bev,0
scen3_1,juice,SSB,plastic,ghg,bev,0
scen3_1,juice,SSB,plastic,h2o,bev,0
scen3_1,juice,SSB,carton,ghg,bev,0
scen3_1,juice,SSB,carton,h2o,bev,0
scen3_1,juice,SSB,bag_in_box,ghg,bev,0
scen3_1,juice,SSB,bag_in_box,h2o,bev,0
scen3_1,milk_almond,non_SSB,carton,ghg,bev,0
scen3_1,milk_almond,non_SSB,carton,h2o,bev,0
scen3_1,milk_almond,SSB,plastic,ghg,bev,0
scen3_1,milk_almond,SSB,plastic,h2o,bev,0
scen3_1,milk_almond,SSB,carton,ghg,bev,0
scen3_1,milk_almond,SSB,carton,h2o,bev,0
scen3_1,milk_an,non_SSB,plastic,ghg,bev,0
scen3_1,milk_an,non_SSB,plastic,h2o,bev,0
scen3_1,milk_an,non_SSB,carton,ghg,bev,0
scen3_1,milk_an,non_SSB,carton,h2o,bev,0
scen3_1,milk_an,SSB,plastic,ghg,bev,0
scen3_1,milk_an,SSB,plastic,h2o,bev,0
scen3_1,milk_an,SSB,carton,ghg,bev,0
scen3_1,milk_an,SSB,carton,h2o,bev,0
scen3_1,milk_an,SSB,bag_in_box,ghg,bev,0
scen3_1,milk_an,SSB,bag_in_box,h2o,bev,0
scen3_1,milk_other_plant,non_SSB,carton,ghg,bev,0
scen3_1,milk_other_plant,non_SSB,carton,h2o,bev,0
scen3_1,milk_other_plant,non_SSB,bag_in_box,ghg,bev,0
scen3_1,milk_other_plant,non_SSB,bag_in_box,h2o,bev,0
scen3_1,milk_other_plant,SSB,carton,ghg,bev,0
scen3_1,milk_other_plant,SSB,carton,h2o,bev,0
scen3_1,milk_other_plant,SSB,bag_in_box,ghg,bev,0
scen3_1,milk_other_plant,SSB,bag_in_box,h2o,bev,0
scen3_1,milk_soy,non_SSB,carton,ghg,bev,0
scen3_1,milk_soy,non_SSB,carton,h2o,bev,0
scen3_1,milk_soy,SSB,carton,ghg,bev,0
scen3_1,milk_soy,SSB,carton,h2o,bev,0
scen3_1,probiotic,non_SSB,plastic,ghg,bev,0
scen3_1,probiotic,non_SSB,plastic,h2o,bev,0
scen3_1,probiotic,SSB,glass,ghg,bev,0
scen3_1,probiotic,SSB,glass,h2o,bev,0
scen3_1,soda,non_SSB,alum_can,ghg,bev,0
scen3_1,soda,non_SSB,alum_can,h2o,bev,0
scen3_1,soda,non_SSB,glass,ghg,bev,0
scen3_1,soda,non_SSB,glass,h2o,bev,0
scen3_1,soda,non_SSB,plastic,ghg,bev,0
scen3_1,soda,non_SSB,plastic,h2o,bev,0
scen3_1,soda,non_SSB,bag_in_box,ghg,bev,0
scen3_1,soda,non_SSB,bag_in_box,h2o,bev,0
scen3_1,soda,SSB,alum_can,ghg,bev,0
scen3_1,soda,SSB,alum_can,h2o,bev,0
scen3_1,soda,SSB,glass,ghg,bev,0
scen3_1,soda,SSB,glass,h2o,bev,0
scen3_1,soda,SSB,plastic,ghg,bev,0
scen3_1,soda,SSB,plastic,h2o,bev,0
scen3_1,soda,SSB,carton,ghg,bev,0
scen3_1,soda,SSB,carton,h2o,bev,0
scen3_1,soda,SSB,bag_in_box,ghg,bev,0
scen3_1,soda,SSB,bag_in_box,h2o,bev,0
scen3_1,tea,non_SSB,alum_can,ghg,bev,0
scen3_1,tea,non_SSB,alum_can,h2o,bev,0
scen3_1,tea,non_SSB,glass,ghg,bev,0
scen3_1,tea,non_SSB,glass,h2o,bev,0
scen3_1,tea,non_SSB,plastic,ghg,bev,0
scen3_1,tea,non_SSB,plastic,h2o,bev,0
scen3_1,tea,non_SSB,bag_in_box,ghg,bev,0
scen3_1,tea,non_SSB,bag_in_box,h2o,bev,0
scen3_1,tea,SSB,alum_can,ghg,bev,0
scen3_1,tea,SSB,alum_can,h2o,bev,0
scen3_1,tea,SSB,glass,ghg,bev,0
scen3_1,tea,SSB,glass,h2o,bev,0
scen3_1,tea,SSB,plastic,ghg,bev,0
scen3_1,tea,SSB,plastic,h2o,bev,0
scen3_1,tea,SSB,bag_in_box,ghg,bev,0
scen3_1,tea,SSB,bag_in_box,h2o,bev,0
scen3_1,water_bottled,non_SSB,plastic,ghg,bev,35673256.281855196
scen3_1,water_bottled,non_SSB,plastic,h2o,bev,1973418.6212980999
scen3_1,water_ucsb,non_SSB,steel_bott_reuse,ghg,bev,0
scen3_1,water_ucsb,non_SSB,steel_bott_reuse,h2o,bev,0
scen3_2,coffee,non_SSB,alum_can,ghg,bev,0
scen3_2,coffee,non_SSB,alum_can,h2o,bev,0
scen3_2,coffee,non_SSB,glass,ghg,bev,0
scen3_2,coffee,non_SSB,glass,h2o,bev,0
scen3_2,coffee,non_SSB,plastic,ghg,bev,0
scen3_2,coffee,non_SSB,plastic,h2o,bev,0
scen3_2,coffee,SSB,alum_can,ghg,bev,0
scen3_2,coffee,SSB,alum_can,h2o,bev,0
scen3_2,coffee,SSB,glass,ghg,bev,0
scen3_2,coffee,SSB,glass,h2o,bev,0
scen3_2,coffee,SSB,plastic,ghg,bev,0
scen3_2,coffee,SSB,plastic,h2o,bev,0
scen3_2,coffee_milk,non_SSB,alum_can,ghg,bev,0
scen3_2,coffee_milk,non_SSB,alum_can,h2o,bev,0
scen3_2,coffee_milk,non_SSB,glass,ghg,bev,0
scen3_2,coffee_milk,non_SSB,glass,h2o,bev,0
scen3_2,coffee_milk,non_SSB,plastic,ghg,bev,0
scen3_2,coffee_milk,non_SSB,plastic,h2o,bev,0
scen3_2,coffee_milk,SSB,alum_can,ghg,bev,0
scen3_2,coffee_milk,SSB,alum_can,h2o,bev,0
scen3_2,coffee_milk,SSB,glass,ghg,bev,0
scen3_2,coffee_milk,SSB,glass,h2o,bev,0
scen3_2,coffee_milk,SSB,plastic,ghg,bev,0
scen3_2,coffee_milk,SSB,plastic,h2o,bev,0
scen3_2,juice,non_SSB,alum_can,ghg,bev,0
scen3_2,juice,non_SSB,alum_can,h2o,bev,0
scen3_2,juice,non_SSB,glass,ghg,bev,0
scen3_2,juice,non_SSB,glass,h2o,bev,0
scen3_2,juice,non_SSB,plastic,ghg,bev,0
scen3_2,juice,non_SSB,plastic,h2o,bev,0
scen3_2,juice,non_SSB,carton,ghg,bev,0
scen3_2,juice,non_SSB,carton,h2o,bev,0
scen3_2,juice,SSB,alum_can,ghg,bev,0
scen3_2,juice,SSB,alum_can,h2o,bev,0
scen3_2,juice,SSB,glass,ghg,bev,0
scen3_2,juice,SSB,glass,h2o,bev,0
scen3_2,juice,SSB,plastic,ghg,bev,0
scen3_2,juice,SSB,plastic,h2o,bev,0
scen3_2,juice,SSB,carton,ghg,bev,0
scen3_2,juice,SSB,carton,h2o,bev,0
scen3_2,juice,SSB,bag_in_box,ghg,bev,0
scen3_2,juice,SSB,bag_in_box,h2o,bev,0
scen3_2,milk_almond,non_SSB,carton,ghg,bev,0
scen3_2,milk_almond,non_SSB,carton,h2o,bev,0
scen3_2,milk_almond,SSB,plastic,ghg,bev,0
scen3_2,milk_almond,SSB,plastic,h2o,bev,0
scen3_2,milk_almond,SSB,carton,ghg,bev,0
scen3_2,milk_almond,SSB,carton,h2o,bev,0
scen3_2,milk_an,non_SSB,plastic,ghg,bev,0
scen3_2,milk_an,non_SSB,plastic,h2o,bev,0
scen3_2,milk_an,non_SSB,carton,ghg,bev,0
scen3_2,milk_an,non_SSB,carton,h2o,bev,0
scen3_2,milk_an,SSB,plastic,ghg,bev,0
scen3_2,milk_an,SSB,plastic,h2o,bev,0
scen3_2,milk_an,SSB,carton,ghg,bev,0
scen3_2,milk_an,SSB,carton,h2o,bev,0
scen3_2,milk_an,SSB,bag_in_box,ghg,bev,0
scen3_2,milk_an,SSB,bag_in_box,h2o,bev,0
scen3_2,milk_other_plant,non_SSB,carton,ghg,bev,0
scen3_2,milk_other_plant,non_SSB,carton,h2o,bev,0
scen3_2,milk_other_plant,non_SSB,bag_in_box,ghg,bev,0
scen3_2,milk_other_plant,non_SSB,bag_in_box,h2o,bev,0
scen3_2,milk_other_plant,SSB,carton,ghg,bev,0
scen3_2,milk_other_plant,SSB,carton,h2o,bev,0
scen3_2,milk_other_plant,SSB,bag_in_box,ghg,bev,0
scen3_2,milk_other_plant,SSB,bag_in_box,h2o,bev,0
scen3_2,milk_soy,non_SSB,carton,ghg,bev,0
scen3_2,milk_soy,non_SSB,carton,h2o,bev,0
scen3_2,milk_soy,SSB,carton,ghg,bev,0
scen3_2,milk_soy,SSB,carton,h2o,bev,0
scen3_2,probiotic,non_SSB,plastic,ghg,bev,0
scen3_2,probiotic,non_SSB,plastic,h2o,bev,0
scen3_2,probiotic,SSB,glass,ghg,bev,0
scen3_2,probiotic,SSB,glass,h2o,bev,0
scen3_2,soda,non_SSB,alum_can,ghg,bev,0
scen3_2,soda,non_SSB,alum_can,h2o,bev,0
scen3_2,soda,non_SSB,glass,ghg,bev,0
scen3_2,soda,non_SSB,glass,h2o,bev,0
scen3_2,soda,non_SSB,plastic,ghg,bev,0
scen3_2,soda,non_SSB,plastic,h2o,bev,0
scen3_2,soda,non_SSB,bag_in_box,ghg,bev,0
scen3_2,soda,non_SSB,bag_in_box,h2o,bev,0
scen3_2,soda,SSB,alum_can,ghg,bev,0
scen3_2,soda,SSB,alum_can,h2o,bev,0
scen3_2,soda,SSB,glass,ghg,bev,0
scen3_2,soda,SSB,glass,h2o,bev,0
scen3_2,soda,SSB,plastic,ghg,bev,0
scen3_2,soda,SSB,plastic,h2o,bev,0
scen3_2,soda,SSB,carton,ghg,bev,0
scen3_2,soda,SSB,carton,h2o,bev,0
scen3_2,soda,SSB,bag_in_box,ghg,bev,0
scen3_2,soda,SSB,bag_in_box,h2o,bev,0
scen3_2,tea,non_SSB,alum_can,ghg,bev,0
scen3_2,tea,non_SSB,alum_can,h2o,bev,0
scen3_2,tea,non_SSB,glass,ghg,bev,0
scen3_2,tea,non_SSB,glass,h2o,bev,0
scen3_2,tea,non_SSB,plastic,ghg,bev,0
scen3_2,tea,non_SSB,plastic,h2o,bev,0
scen3_2,tea,non_SSB,bag_in_box,ghg,bev,0
scen3_2,tea,non_SSB,bag_in_box,h2o,bev,0
scen3_2,tea,SSB,alum_can,ghg,bev,0
scen3_2,tea,SSB,alum_can,h2o,bev,0
scen3_2,tea,SSB,glass,ghg,bev,0
scen3_2,tea,SSB,glass,h2o,bev,0
scen3_2,tea,SSB,plastic,ghg,bev,0
scen3_2,tea,SSB,plastic,h2o,bev,0
scen3_2,tea,SSB,bag_in_box,ghg,bev,0
scen3_2,tea,SSB,bag_in_box,h2o,bev,0
scen3_2,water_bottled,non_SSB,plastic,ghg,bev,3961809.1123512
scen3_2,water_bottled,non_SSB,plastic,h2o,bev,219164.4018861
scen3_2,water_ucsb,non_SSB,steel_bott_reuse,ghg,bev,5196698.676624
scen3_2,water_ucsb,non_SSB,steel_bott_reuse,h2o,bev,1672717.6
scen4,coffee,non_SSB,alum_can,ghg,bev,54009.390201580456
scen4,coffee,non_SSB,alum_can,h2o,bev,1404.6002481075136
scen4,coffee,non_SSB,glass,ghg,bev,384198.33075353387
scen4,coffee,non_SSB,glass,h2o,bev,9991.689754036786
scen4,coffee,non_SSB,plastic,ghg,bev,79936.77615128562
scen4,coffee,non_SSB,plastic,h2o,bev,2078.8832311556994
scen4,coffee,SSB,alum_can,ghg,bev,5731.577049792099
scen4,coffee,SSB,alum_can,h2o,bev,350.8968426922024
scen4,coffee,SSB,glass,ghg,bev,265036.48964914726
scen4,coffee,SSB,glass,h2o,bev,16225.982239824163
scen4,coffee,SSB,plastic,ghg,bev,16202.708316020546
scen4,coffee,SSB,plastic,h2o,bev,991.9572120836324
scen4,coffee_milk,non_SSB,alum_can,ghg,bev,14588.111816349998
scen4,coffee_milk,non_SSB,alum_can,h2o,bev,5084.241684757999
scen4,coffee_milk,non_SSB,glass,ghg,bev,335071.86424065
