scen,bev_type,SSB_status,cont_type,impact_type,item,value
scen4,coffee_milk,non_SSB,glass,h2o,bev,116779.08429880199
scen4,coffee_milk,non_SSB,plastic,ghg,bev,56949.905350749985
scen4,coffee_milk,non_SSB,plastic,h2o,bev,19848.153508309995
scen4,coffee_milk,SSB,alum_can,ghg,bev,3659456.6318314048
scen4,coffee_milk,SSB,alum_can,h2o,bev,1362426.398357747
scen4,coffee_milk,SSB,glass,ghg,bev,12224740.604990916
scen4,coffee_milk,SSB,glass,h2o,bev,4551306.652589073
scen4,coffee_milk,SSB,plastic,ghg,bev,1630331.0378408777
scen4,coffee_milk,SSB,plastic,h2o,bev,606977.0098367784
scen4,juice,non_SSB,alum_can,ghg,bev,194915.51899582654
scen4,juice,non_SSB,alum_can,h2o,bev,43553.93134670434
scen4,juice,non_SSB,glass,ghg,bev,617466.1165650772
scen4,juice,non_SSB,glass,h2o,bev,137972.989469183
scen4,juice,non_SSB,plastic,ghg,bev,35414751.137499824
scen4,juice,non_SSB,plastic,h2o,bev,7913436.793795333
scen4,juice,non_SSB,carton,ghg,bev,1053234.4581372724
scen4,juice,non_SSB,carton,h2o,bev,235345.55646477954
scen4,juice,SSB,alum_can,ghg,bev,7561597.170812123
scen4,juice,SSB,alum_can,h2o,bev,2015314.0649491171
scen4,juice,SSB,glass,ghg,bev,4765698.775237176
scen4,juice,SSB,glass,h2o,bev,1270152.2646722454
scen4,juice,SSB,plastic,ghg,bev,11658014.593632925
scen4,juice,SSB,plastic,h2o,bev,3107089.7125570048
scen4,juice,SSB,carton,ghg,bev,637602.5477297617
scen4,juice,SSB,carton,h2o,bev,169933.5938242228
scen4,juice,SSB,bag_in_box,ghg,bev,61062583.542884216
scen4,juice,SSB,bag_in_box,h2o,bev,16274377.049748112
scen4,milk_almond,non_SSB,carton,ghg,bev,154191.9882958
scen4,milk_almond,non_SSB,carton,h2o,bev,62305.855873299995
scen4,milk_almond,SSB,plastic,ghg,bev,2424172.147215311
scen4,milk_almond,SSB,plastic,h2o,bev,1013211.577635162
scen4,milk_almond,SSB,carton,ghg,bev,18569900.806836892
scen4,milk_almond,SSB,carton,h2o,bev,7761510.878935339
scen4,milk_an,non_SSB,plastic,ghg,bev,65238295.370649494
scen4,milk_an,non_SSB,plastic,h2o,bev,29976759.34289654
scen4,milk_an,non_SSB,carton,ghg,bev,1863006.176983306
scen4,milk_an,non_SSB,carton,h2o,bev,856044.559479456
scen4,milk_an,SSB,plastic,ghg,bev,513057.2332082786
scen4,milk_an,SSB,plastic,h2o,bev,239809.33966949323
scen4,milk_an,SSB,carton,ghg,bev,383510.57205547317
scen4,milk_an,SSB,carton,h2o,bev,179257.6170611303
scen4,milk_an,SSB,bag_in_box,ghg,bev,26555886.837861847
scen4,milk_an,SSB,bag_in_box,h2o,bev,12412552.196374878
scen4,milk_other_plant,non_SSB,carton,ghg,bev,0
scen4,milk_other_plant,non_SSB,carton,h2o,bev,0
scen4,milk_other_plant,non_SSB,bag_in_box,ghg,bev,0
scen4,milk_other_plant,non_SSB,bag_in_box,h2o,bev,0
scen4,milk_other_plant,SSB,carton,ghg,bev,1102761.6216373825
scen4,milk_other_plant,SSB,carton,h2o,bev,186641.92604202018
scen4,milk_other_plant,SSB,bag_in_box,ghg,bev,2419046.5381421177
scen4,milk_other_plant,SSB,bag_in_box,h2o,bev,409422.57710577984
scen4,milk_soy,non_SSB,carton,ghg,bev,6396653.501111302
scen4,milk_soy,non_SSB,carton,h2o,bev,105678.12471650002
scen4,milk_soy,SSB,carton,ghg,bev,19917868.104804
scen4,milk_soy,SSB,carton,h2o,bev,966314.0697799999
scen4,probiotic,non_SSB,plastic,ghg,bev,113338.67810432999
scen4,probiotic,non_SSB,plastic,h2o,bev,19648.51320096
scen4,probiotic,SSB,glass,ghg,bev,1560368.5879712002
scen4,probiotic,SSB,glass,h2o,bev,332478.45357440005
scen4,soda,non_SSB,alum_can,ghg,bev,1140437.1409053612
scen4,soda,non_SSB,alum_can,h2o,bev,501248.5539532657
scen4,soda,non_SSB,glass,ghg,bev,141826.23364286983
scen4,soda,non_SSB,glass,h2o,bev,62335.91662026193
scen4,soda,non_SSB,plastic,ghg,bev,919036.9603669201
scen4,soda,non_SSB,plastic,h2o,bev,403938.04348375887
scen4,soda,non_SSB,bag_in_box,ghg,bev,1762504.6450613488
scen4,soda,non_SSB,bag_in_box,h2o,bev,774661.6389322135
scen4,soda,SSB,alum_can,ghg,bev,2284888.7693600627
scen4,soda,SSB,alum_can,h2o,bev,1653361.2303820418
scen4,soda,SSB,glass,ghg,bev,135734.37576407543
scen4,soda,SSB,glass,h2o,bev,98218.32796757267
scen4,soda,SSB,plastic,ghg,bev,7917297.962763053
scen4,soda,SSB,plastic,h2o,bev,5729011.265910053
scen4,soda,SSB,carton,ghg,bev,321.9887383168009
scen4,soda,SSB,carton,h2o,bev,232.99326588301636
scen4,soda,SSB,bag_in_box,ghg,bev,19409683.867150497
scen4,soda,SSB,bag_in_box,h2o,bev,14044980.758037651
scen4,tea,non_SSB,alum_can,ghg,bev,72039.50022030232
scen4,tea,non_SSB,alum_can,h2o,bev,9155.036319310755
scen4,tea,non_SSB,glass,ghg,bev,149320.00248078653
scen4,tea,non_SSB,glass,h2o,bev,18976.117848273378
scen4,tea,non_SSB,plastic,ghg,bev,409953.0171099522
scen4,tea,non_SSB,plastic,h2o,bev,52098.28981843658
scen4,tea,non_SSB,bag_in_box,ghg,bev,725396.3637089587
scen4,tea,non_SSB,bag_in_box,h2o,bev,92185.95402997927
scen4,tea,SSB,alum_can,ghg,bev,6142540.317312036
scen4,tea,SSB,alum_can,h2o,bev,3454874.685961682
scen4,tea,SSB,glass,ghg,bev,3869489.9748668307
scen4,tea,SSB,glass,h2o,bev,2176396.453446478
scen4,tea,SSB,plastic,ghg,bev,2351684.575997416
scen4,tea,SSB,plastic,h2o,bev,1322706.0941026742
scen4,tea,SSB,bag_in_box,ghg,bev,127049.44251991822
scen4,tea,SSB,bag_in_box,h2o,bev,71459.01860676569
scen4,water_bottled,non_SSB,plastic,ghg,bev,0
scen4,water_bottled,non_SSB,plastic,h2o,bev,0
scen4,water_ucsb,non_SSB,steel_bott_reuse,ghg,bev,649239.6282372
scen4,water_ucsb,non_SSB,steel_bott_reuse,h2o,bev,208977.78
scen5_1,coffee,non_SSB,alum_can,ghg,bev,133946.16635286607
scen5_1,coffee,non_SSB,alum_can,h2o,bev,3483.483479263213
scen5_1,coffee,non_SSB,glass,ghg,bev,384198.33075353387
scen5_1,coffee,non_SSB,glass,h2o,bev,9991.689754036786
scen5_1,coffee,SSB,alum_can,ghg,bev,21934.285365812644
scen5_1,coffee,SSB,alum_can,h2o,bev,1342.8540547758348
scen5_1,coffee,SSB,glass,ghg,bev,265036.48964914726
scen5_1,coffee,SSB,glass,h2o,bev,16225.982239824163
scen5_1,coffee_milk,non_SSB,alum_can,ghg,bev,71538.01716709998
scen5_1,coffee_milk,non_SSB,alum_can,h2o,bev,24932.395193067994
scen5_1,coffee_milk,non_SSB,glass,ghg,bev,335071.86424065
scen5_1,coffee_milk,non_SSB,glass,h2o,bev,116779.08429880199
scen5_1,coffee_milk,SSB,alum_can,ghg,bev,5289787.669672282
scen5_1,coffee_milk,SSB,alum_can,h2o,bev,1969403.4081945252
scen5_1,coffee_milk,SSB,glass,ghg,bev,12224740.604990916
scen5_1,coffee_milk,SSB,glass,h2o,bev,4551306.652589073
scen5_1,juice,non_SSB,alum_can,ghg,bev,35609666.656495646
scen5_1,juice,non_SSB,alum_can,h2o,bev,7956990.725142037
scen5_1,juice,non_SSB,glass,ghg,bev,617466.1165650772
scen5_1,juice,non_SSB,glass,h2o,bev,137972.989469183
scen5_1,juice,non_SSB,carton,ghg,bev,1053234.4581372724
scen5_1,juice,non_SSB,carton,h2o,bev,235345.55646477954
scen5_1,juice,SSB,alum_can,ghg,bev,19219611.764445048
scen5_1,juice,SSB,alum_can,h2o,bev,5122403.777506121
scen5_1,juice,SSB,glass,ghg,bev,4765698.775237176
scen5_1,juice,SSB,glass,h2o,bev,1270152.2646722454
scen5_1,juice,SSB,carton,ghg,bev,637602.5477297617
scen5_1,juice,SSB,carton,h2o,bev,169933.5938242228
scen5_1,juice,SSB,bag_in_box,ghg,bev,61062583.542884216
scen5_1,juice,SSB,bag_in_box,h2o,bev,16274377.049748112
scen5_1,milk_almond,non_SSB,carton,ghg,bev,154191.9882958
scen5_1,milk_almond,non_SSB,carton,h2o,bev,62305.855873299995
scen5_1,milk_almond,SSB,alum_can,ghg,bev,2424172.147215311
scen5_1,milk_almond,SSB,alum_can,h2o,bev,1013211.577635162
scen5_1,milk_almond,SSB,carton,ghg,bev,18569900.806836892
scen5_1,milk_almond,SSB,carton,h2o,bev,7761510.878935339
scen5_1,milk_an,non_SSB,alum_can,ghg,bev,65238295.370649494
scen5_1,milk_an,non_SSB,alum_can,h2o,bev,29976759.34289654
scen5_1,milk_an,non_SSB,carton,ghg,bev,1863006.176983306
scen5_1,milk_an,non_SSB,carton,h2o,bev,856044.559479456
scen5_1,milk_an,SSB,alum_can,ghg,bev,513057.2332082786
scen5_1,milk_an,SSB,alum_can,h2o,bev,239809.33966949323
scen5_1,milk_an,SSB,carton,ghg,bev,383510.57205547317
scen5_1,milk_an,SSB,carton,h2o,bev,179257.6170611303
scen5_1,milk_an,SSB,bag_in_box,ghg,bev,26555886.837861847
scen5_1,milk_an,SSB,bag_in_box,h2o,bev,12412552.196374878
scen5_1,milk_other_plant,SSB,carton,ghg,bev,1102761.6216373825
scen5_1,milk_other_plant,SSB,carton,h2o,bev,186641.92604202018
scen5_1,milk_other_plant,SSB,bag_in_box,ghg,bev,2419046.5381421177
scen5_1,milk_other_plant,SSB,bag_in_box,h2o,bev,409422.57710577984
scen5_1,milk_soy,non_SSB,carton,ghg,bev,6396653.501111302
scen5_1,milk_soy,non_SSB,carton,h2o,bev,105678.12471650002
scen5_1,milk_soy,SSB,carton,ghg,bev,19917868.104804
scen5_1,milk_soy,SSB,carton,h2o,bev,966314.0697799999
scen5_1,probiotic,non_SSB,alum_can,ghg,bev,113338.67810432999
scen5_1,probiotic,non_SSB,alum_can,h2o,bev,19648.51320096
scen5_1,probiotic,SSB,glass,ghg,bev,1560368.5879712002
scen5_1,probiotic,SSB,glass,h2o,bev,332478.45357440005
scen5_1,soda,non_SSB,alum_can,ghg,bev,2059474.1012722813
scen5_1,soda,non_SSB,alum_can,h2o,bev,905186.5974370246
scen5_1,soda,non_SSB,glass,ghg,bev,141826.23364286983
scen5_1,soda,non_SSB,glass,h2o,bev,62335.91662026193
scen5_1,soda,non_SSB,bag_in_box,ghg,bev,1762504.6450613488
scen5_1,soda,non_SSB,bag_in_box,h2o,bev,774661.6389322135
scen5_1,soda,SSB,alum_can,ghg,bev,10202186.732123116
scen5_1,soda,SSB,alum_can,h2o,bev,7382372.496292094
scen5_1,soda,SSB,glass,ghg,bev,135734.37576407543
scen5_1,soda,SSB,glass,h2o,bev,98218.32796757267
scen5_1,soda,SSB,carton,ghg,bev,321.9887383168009
scen5_1,soda,SSB,carton,h2o,bev,232.99326588301636
scen5_1,soda,SSB,bag_in_box,ghg,bev,19409683.867150497
scen5_1,soda,SSB,bag_in_box,h2o,bev,14044980.758037651
scen5_1,tea,non_SSB,alum_can,ghg,bev,481992.51733025454
scen5_1,tea,non_SSB,alum_can,h2o,bev,61253.32613774733
scen5_1,tea,non_SSB,glass,ghg,bev,149320.00248078653
scen5_1,tea,non_SSB,glass,h2o,bev,18976.117848273378
scen5_1,tea,non_SSB,bag_in_box,ghg,bev,725396.3637089587
scen5_1,tea,non_SSB,bag_in_box,h2o,bev,92185.95402997927
scen5_1,tea,SSB,alum_can,ghg,bev,8494224.893309452
scen5_1,tea,SSB,alum_can,h2o,bev,4777580.7800643565
scen5_1,tea,SSB,glass,ghg,bev,3869489.974866831
scen5_1,tea,SSB,glass,h2o,bev,2176396.4534464786
scen5_1,tea,SSB,bag_in_box,ghg,bev,127049.44251991824
scen5_1,tea,SSB,bag_in_box,h2o,bev,71459.0186067657
scen5_1,water_bottled,non_SSB,alum_can,ghg,bev,3961809.1123512
scen5_1,water_bottled,non_SSB,alum_can,h2o,bev,219164.4018861
scen5_2,coffee,non_SSB,alum_can,ghg,bev,54009.49692975929
scen5_2,coffee,non_SSB,alum_can,h2o,bev,1404.6030237438597
scen5_2,coffee,non_SSB,glass,ghg,bev,384199.0899694406
scen5_2,coffee,non_SSB,glass,h2o,bev,9991.709498656139
scen5_2,coffee,SSB,alum_can,ghg,bev,5731.5829880298625
scen5_2,coffee,SSB,alum_can,h2o,bev,350.8972062411636
scen5_2,coffee,SSB,glass,ghg,bev,265036.7642419301
scen5_2,coffee,SSB,glass,h2o,bev,16225.999050858836
scen5_2,coffee_milk,non_SSB,alum_can,ghg,bev,14588.111816349998
scen5_2,coffee_milk,non_SSB,alum_can,h2o,bev,5084.241684757999
scen5_2,coffee_milk,non_SSB,glass,ghg,bev,335071.86424065
scen5_2,coffee_milk,non_SSB,glass,h2o,bev,116779.08429880199
scen5_2,coffee_milk,SSB,alum_can,ghg,bev,3659456.5890618353
scen5_2,coffee_milk,SSB,alum_can,h2o,bev,1362426.382434511
scen5_2,coffee_milk,SSB,glass,ghg,bev,12224740.462115362
scen5_2,coffee_milk,SSB,glass,h2o,bev,4551306.599396087
scen5_2,juice,non_SSB,alum_can,ghg,bev,194915.87046154388
scen5_2,juice,non_SSB,alum_can,h2o,bev,43554.0098818246
scen5_2,juice,non_SSB,glass,ghg,bev,617467.2299611409
scen5_2,juice,non_SSB,glass,h2o,bev,137973.23825786833
scen5_2,juice,non_SSB,carton,ghg,bev,1053236.357297515
scen5_2,juice,non_SSB,carton,h2o,bev,235345.98083270702
scen5_2,juice,SSB,alum_can,ghg,bev,7561596.44426837
scen5_2,juice,SSB,alum_can,h2o,bev,2015313.8713109463
scen5_2,juice,SSB,glass,ghg,bev,4765698.317332768
scen5_2,juice,SSB,glass,h2o,bev,1270152.142631733
scen5_2,juice,SSB,carton,ghg,bev,637602.4864667589
scen5_2,juice,SSB,carton,h2o,bev,169933.57749643008
scen5_2,juice,SSB,bag_in_box,ghg,bev,61062577.67578529
scen5_2,juice,SSB,bag_in_box,h2o,bev,16274375.486051086
scen5_2,milk_almond,non_SSB,carton,ghg,bev,154191.9882958
scen5_2,milk_almond,non_SSB,carton,h2o,bev,62305.855873299995
scen5_2,milk_almond,SSB,carton,ghg,bev,18569901.901266
scen5_2,milk_almond,SSB,carton,h2o,bev,7761511.336364999
scen5_2,milk_an,non_SSB,carton,ghg,bev,1863007.5428582
scen5_2,milk_an,non_SSB,carton,h2o,bev,856045.1870939999
scen5_2,milk_an,SSB,carton,ghg,bev,383510.53864199045
scen5_2,milk_an,SSB,carton,h2o,bev,179257.60144325238
scen5_2,milk_an,SSB,bag_in_box,ghg,bev,26555884.52417161
scen5_2,milk_an,SSB,bag_in_box,h2o,bev,12412551.114927249
scen5_2,milk_other_plant,SSB,carton,ghg,bev,1102761.6216373825
scen5_2,milk_other_plant,SSB,carton,h2o,bev,186641.92604202018
scen5_2,milk_other_plant,SSB,bag_in_box,ghg,bev,2419046.5381421177
scen5_2,milk_other_plant,SSB,bag_in_box,h2o,bev,409422.57710577984
scen5_2,milk_soy,non_SSB,carton,ghg,bev,6396653.501111302
scen5_2,milk_soy,non_SSB,carton,h2o,bev,105678.12471650002
scen5_2,milk_soy,SSB,carton,ghg,bev,19917868.104804
scen5_2,milk_soy,SSB,carton,h2o,bev,966314.0697799999
scen5_2,probiotic,SSB,glass,ghg,bev,1560368.5879712002
scen5_2,probiotic,SSB,glass,h2o,bev,332478.45357440005
scen5_2,soda,non_SSB,alum_can,ghg,bev,1140437.067799876
scen5_2,soda,non_SSB,alum_can,h2o,bev,501248.52182171063
scen5_2,soda,non_SSB,glass,ghg,bev,141826.2245513774
scen5_2,soda,non_SSB,glass,h2o,bev,62335.91262434031
scen5_2,soda,non_SSB,bag_in_box,ghg,bev,1762504.5320794468
scen5_2,soda,non_SSB,bag_in_box,h2o,bev,774661.5892740493
scen5_2,soda,SSB,alum_can,ghg,bev,2284888.8097767336
scen5_2,soda,SSB,alum_can,h2o,bev,1653361.2596278226
scen5_2,soda,SSB,glass,ghg,bev,135734.37816503763
scen5_2,soda,SSB,glass,h2o,bev,98218.32970492542
scen5_2,soda,SSB,carton,ghg,bev,321.9887440123572
scen5_2,soda,SSB,carton,h2o,bev,232.9932700043601
scen5_2,soda,SSB,bag_in_box,ghg,bev,19409684.21048222
scen5_2,soda,SSB,bag_in_box,h2o,bev,14044981.006474849
scen5_2,tea,non_SSB,alum_can,ghg,bev,72039.52131010742
scen5_2,tea,non_SSB,alum_can,h2o,bev,9155.038999478316
scen5_2,tea,non_SSB,glass,ghg,bev,149320.04619471764
scen5_2,tea,non_SSB,glass,h2o,bev,18976.12340359547
scen5_2,tea,non_SSB,bag_in_box,ghg,bev,725396.576071175
scen5_2,tea,non_SSB,bag_in_box,h2o,bev,92185.98101772624
scen5_2,tea,SSB,alum_can,ghg,bev,6142540.281195113
scen5_2,tea,SSB,alum_can,h2o,bev,3454874.665647702
scen5_2,tea,SSB,glass,ghg,bev,3869489.9521149946
scen5_2,tea,SSB,glass,h2o,bev,2176396.440649697
scen5_2,tea,SSB,bag_in_box,ghg,bev,127049.44177289262
scen5_2,tea,SSB,bag_in_box,h2o,bev,71459.01818660079
scen5_2,water_ucsb,non_SSB,steel_bott_reuse,ghg,bev,2098999.3521588
scen5_2,water_ucsb,non_SSB,steel_bott_reuse,h2o,bev,675627.62
scen6_1,coffee,non_SSB,alum_can,ghg,bev,54009.390201580456
scen6_1,coffee,non_SSB,alum_can,h2o,bev,1404.6002481075136
scen6_1,coffee,non_SSB,glass,ghg,bev,384198.33075353387
scen6_1,coffee,non_SSB,glass,h2o,bev,9991.689754036786
scen6_1,coffee,non_SSB,plastic,ghg,bev,79936.77615128562
scen6_1,coffee,non_SSB,plastic,h2o,bev,2078.8832311556994
scen6_1,coffee,SSB,alum_can,ghg,bev,5731.577049792099
scen6_1,coffee,SSB,alum_can,h2o,bev,350.8968426922024
scen6_1,coffee,SSB,glass,ghg,bev,265036.48964914726
scen6_1,coffee,SSB,glass,h2o,bev,16225.982239824163
scen6_1,coffee,SSB,plastic,ghg,bev,16202.708316020546
scen6_1,coffee,SSB,plastic,h2o,bev,991.9572120836324
scen6_1,coffee_milk,non_SSB,alum_can,ghg,bev,538847.7274774257
scen6_1,coffee_milk,non_SSB,alum_can,h2o,bev,187798.94973846673
scen6_1,coffee_milk,non_SSB,glass,ghg,bev,5971461.376954432
scen6_1,coffee_milk,non_SSB,glass,h2o,bev,2081170.8351184274
scen6_1,coffee_milk,non_SSB,plastic,ghg,bev,56949.93140064211
scen6_1,coffee_milk,non_SSB,plastic,h2o,bev,19848.162587205818
scen6_1,coffee_milk,SSB,alum_can,ghg,bev,3124906.7435886282
scen6_1,coffee_milk,SSB,alum_can,h2o,bev,1163411.912806468
scen6_1,coffee_milk,SSB,glass,ghg,bev,6477721.52865715
scen6_1,coffee_milk,SSB,glass,h2o,bev,2411674.655490055
scen6_1,coffee_milk,SSB,plastic,ghg,bev,1630330.8855114218
scen6_1,coffee_milk,SSB,plastic,h2o,bev,606976.9531240768
scen6_1,juice,non_SSB,alum_can,ghg,bev,252392.07433602
scen6_1,juice,non_SSB,alum_can,h2o,bev,56397.084925385985
scen6_1,juice,non_SSB,glass,ghg,bev,617466.0552669447
scen6_1,juice,non_SSB,glass,h2o,bev,137972.97577209686
scen6_1,juice,non_SSB,plastic,ghg,bev,35414747.621747226
scen6_1,juice,non_SSB,plastic,h2o,bev,7913436.008199357
scen6_1,juice,non_SSB,carton,ghg,bev,1053234.3535788136
scen6_1,juice,non_SSB,carton,h2o,bev,235345.53310116052
scen6_1,juice,SSB,alum_can,ghg,bev,7502241.141769359
scen6_1,juice,SSB,alum_can,h2o,bev,1999494.51816988
scen6_1,juice,SSB,glass,ghg,bev,4765698.456224886
scen6_1,juice,SSB,glass,h2o,bev,1270152.1796492084
scen6_1,juice,SSB,plastic,ghg,bev,11658013.813254202
scen6_1,juice,SSB,plastic,h2o,bev,3107089.5045707575
scen6_1,juice,SSB,carton,ghg,bev,637602.5050491269
scen6_1,juice,SSB,carton,h2o,bev,169933.5824489959
scen6_1,juice,SSB,bag_in_box,ghg,bev,61062579.455400825
scen6_1,juice,SSB,bag_in_box,h2o,bev,16274375.960353557
scen6_1,milk_almond,non_SSB,carton,ghg,bev,154191.9882958
scen6_1,milk_almond,non_SSB,carton,h2o,bev,62305.855873299995
scen6_1,milk_almond,SSB,plastic,ghg,bev,2424172.147215311
scen6_1,milk_almond,SSB,plastic,h2o,bev,1013211.577635162
scen6_1,milk_almond,SSB,carton,ghg,bev,18569900.806836892
scen6_1,milk_almond,SSB,carton,h2o,bev,7761510.878935339
scen6_1,milk_an,non_SSB,plastic,ghg,bev,65238295.370649494
scen6_1,milk_an,non_SSB,plastic,h2o,bev,29976759.34289654
scen6_1,milk_an,non_SSB,carton,ghg,bev,1863006.176983306
scen6_1,milk_an,non_SSB,carton,h2o,bev,856044.559479456
scen6_1,milk_an,SSB,plastic,ghg,bev,513057.2332082786
scen6_1,milk_an,SSB,plastic,h2o,bev,239809.33966949323
scen6_1,milk_an,SSB,carton,ghg,bev,383510.57205547317
scen6_1,milk_an,SSB,carton,h2o,bev,179257.6170611303
scen6_1,milk_an,SSB,bag_in_box,ghg,bev,26555886.837861847
scen6_1,milk_an,SSB,bag_in_box,h2o,bev,12412552.196374878
scen6_1,milk_other_plant,non_SSB,carton,ghg,bev,0
scen6_1,milk_other_plant,non_SSB,carton,h2o,bev,0
scen6_1,milk_other_plant,non_SSB,bag_in_box,ghg,bev,0
scen6_1,milk_other_plant,non_SSB,bag_in_box,h2o,bev,0
scen6_1,milk_other_plant,SSB,carton,ghg,bev,1102761.6216373825
scen6_1,milk_other_plant,SSB,carton,h2o,bev,186641.92604202018
scen6_1,milk_other_plant,SSB,bag_in_box,ghg,bev,2419046.5381421177
scen6_1,milk_other_plant,SSB,bag_in_box,h2o,bev,409422.57710577984
scen6_1,milk_soy,non_SSB,carton,ghg,bev,6396653.501111302
scen6_1,milk_soy,non_SSB,carton,h2o,bev,105678.12471650002
scen6_1,milk_soy,SSB,carton,ghg,bev,19917868.104804
scen6_1,milk_soy,SSB,carton,h2o,bev,966314.0697799999
scen6_1,probiotic,non_SSB,plastic,ghg,bev,113338.67810432999
scen6_1,probiotic,non_SSB,plastic,h2o,bev,19648.51320096
scen6_1,probiotic,SSB,glass,ghg,bev,1560368.5879712002
scen6_1,probiotic,SSB,glass,h2o,bev,332478.45357440005
scen6_1,soda,non_SSB,alum_can,ghg,bev,1558779.6723335315
scen6_1,soda,non_SSB,alum_can,h2o,bev,685119.7919322823
scen6_1,soda,non_SSB,glass,ghg,bev,141826.22163621598
scen6_1,soda,non_SSB,glass,h2o,bev,62335.9113430593
scen6_1,soda,non_SSB,plastic,ghg,bev,2953405.9396432335
scen6_1,soda,non_SSB,plastic,h2o,bev,1298090.3579726596
scen6_1,soda,non_SSB,bag_in_box,ghg,bev,1762504.495852118
scen6_1,soda,non_SSB,bag_in_box,h2o,bev,774661.5733512985
scen6_1,soda,SSB,alum_can,ghg,bev,1349235.450941157
scen6_1,soda,SSB,alum_can,h2o,bev,976316.0531739675
scen6_1,soda,SSB,glass,ghg,bev,135734.3745773191
scen6_1,soda,SSB,glass,h2o,bev,98218.32710882762
scen6_1,soda,SSB,plastic,ghg,bev,3367285.5562387775
scen6_1,soda,SSB,plastic,h2o,bev,2436590.9907596456
scen6_1,soda,SSB,carton,ghg,bev,321.98873550158055
scen6_1,soda,SSB,carton,h2o,bev,232.99326384590358
scen6_1,soda,SSB,bag_in_box,ghg,bev,19409683.697447244
scen6_1,soda,SSB,bag_in_box,h2o,bev,14044980.63523921
scen6_1,tea,non_SSB,alum_can,ghg,bev,72039.48296228572
scen6_1,tea,non_SSB,alum_can,h2o,bev,9155.034126100527
scen6_1,tea,non_SSB,glass,ghg,bev,151378.2749293546
scen6_1,tea,non_SSB,glass,h2o,bev,19237.6904433643
scen6_1,tea,non_SSB,plastic,ghg,bev,1043272.8948177095
scen6_1,tea,non_SSB,plastic,h2o,bev,132582.83599692243
scen6_1,tea,non_SSB,bag_in_box,ghg,bev,725396.1899306503
scen6_1,tea,non_SSB,bag_in_box,h2o,bev,92185.93194561277
scen6_1,tea,SSB,alum_can,ghg,bev,6142540.0546771
scen6_1,tea,SSB,alum_can,h2o,bev,3454874.538242539
scen6_1,tea,SSB,glass,ghg,bev,3866554.2848627074
scen6_1,tea,SSB,glass,h2o,bev,2174745.2732250816
scen6_1,tea,SSB,plastic,ghg,bev,1448454.1799129944
scen6_1,tea,SSB,plastic,h2o,bev,814683.733674968
scen6_1,tea,SSB,bag_in_box,ghg,bev,127049.43708769955
scen6_1,tea,SSB,bag_in_box,h2o,bev,71459.01555141175
scen6_1,water_bottled,non_SSB,plastic,ghg,bev,3961809.1123512
scen6_1,water_bottled,non_SSB,plastic,h2o,bev,219164.4018861
scen6_2,coffee,non_SSB,alum_can,ghg,bev,54009.390201580456
scen6_2,coffee,non_SSB,alum_can,h2o,bev,1404.6002481075136
scen6_2,coffee,non_SSB,glass,ghg,bev,384198.33075353387
scen6_2,coffee,non_SSB,glass,h2o,bev,9991.689754036786
scen6_2,coffee,non_SSB,plastic,ghg,bev,79936.77615128562
scen6_2,coffee,non_SSB,plastic,h2o,bev,2078.8832311556994
scen6_2,coffee,SSB,alum_can,ghg,bev,5731.577049792099
scen6_2,coffee,SSB,alum_can,h2o,bev,350.8968426922024
scen6_2,coffee,SSB,glass,ghg,bev,265036.48964914726
scen6_2,coffee,SSB,glass,h2o,bev,16225.982239824163
scen6_2,coffee,SSB,plastic,ghg,bev,16202.708316020546
scen6_2,coffee,SSB,plastic,h2o,bev,991.9572120836324
scen6_2,coffee_milk,non_SSB,alum_can,ghg,bev,14588.111816349998
scen6_2,coffee_milk,non_SSB,alum_can,h2o,bev,5084.241684757999
scen6_2,coffee_milk,non_SSB,glass,ghg,bev,335071.86424065
scen6_2,coffee_milk,non_SSB,glass,h2o,bev,116779.08429880199
scen6_2,coffee_milk,non_SSB,plastic,ghg,bev,56949.905350749985
scen6_2,coffee_milk,non_SSB,plastic,h2o,bev,19848.153508309995
scen6_2,coffee_milk,SSB,alum_can,ghg,bev,3124906.7435886282
scen6_2,coffee_milk,SSB,alum_can,h2o,bev,1163411.912806468
scen6_2,coffee_milk,SSB,glass,ghg,bev,6477721.52865715
scen6_2,coffee_milk,SSB,glass,h2o,bev,2411674.655490055
scen6_2,coffee_milk,SSB,plastic,ghg,bev,1630330.8855114218
scen6_2,coffee_milk,SSB,plastic,h2o,bev,606976.9531240768
scen6_2,juice,non_SSB,alum_can,ghg,bev,194915.51899582654
scen6_2,juice,non_SSB,alum_can,h2o,bev,43553.93134670434
scen6_2,juice,non_SSB,glass,ghg,bev,617466.1165650772
scen6_2,juice,non_SSB,glass,h2o,bev,137972.989469183
scen6_2,juice,non_SSB,plastic,ghg,bev,35414751.137499824
scen6_2,juice,non_SSB,plastic,h2o,bev,7913436.793795333
scen6_2,juice,non_SSB,carton,ghg,bev,1053234.4581372724
scen6_2,juice,non_SSB,carton,h2o,bev,235345.55646477954
scen6_2,juice,SSB,alum_can,ghg,bev,7502241.141769359
scen6_2,juice,SSB,alum_can,h2o,bev,1999494.51816988
scen6_2,juice,SSB,glass,ghg,bev,4765698.456224886
scen6_2,juice,SSB,glass,h2o,bev,1270152.1796492084
scen6_2,juice,SSB,plastic,ghg,bev,11658013.813254202
scen6_2,juice,SSB,plastic,h2o,bev,3107089.5045707575
