imp_name,item,Baseline,scen 1,scen 2.1,scen 2.2,scen 2.3,scen 2.4,scen 3.1,scen 3.2,scen 4,scen 5.1,scen 5.2,scen 6.1,scen 6.2
Climate [ t CO2eq (100yr) ],beverage,331.94786403253516,6.021425216,365.0402070487242,315.938151594846,145.0771026597239,125.27454171148551,35.673256281855195,9.3145054323512,328.65478381618396,331.94786403253516,203.53552887624653,329.9976334384716,323.1781884613569
Climate [ t CO2eq (100yr) ],container,159.48158509379758,16.050579337092998,169.6142918123127,161.4604417535685,178.32187115704343,67.05891763417746,182.652783484916,34.553127164955995,140.97903726593458,181.12247909899423,99.66263001792761,159.4815816895065,155.6586958803447
Plastic Pollution [ kg plastic ],container,422.22302581212676,2.352119225,755.8034507120003,521.3639271769301,942.2158683972787,252.6215203472786,1034.932459,117.028676,307.54646903712677,59.073166058601714,51.47235606010287,422.2230130357149,439.64953095201724
Water use (Blue) [ M liter (Blue) ],beverage,114.54063875413033,1.8816953799999998,122.1274719227033,90.44469349710849,41.88426924535533,41.82301316062512,1.9734186212981,1.8918820018861002,114.53045213224424,114.54063875413033,66.68577320499935,111.67564023764746,109.13167231109672
Water use (Blue) [ M liter (Blue) ],container,3.131143039352349,0.18882813138299998,4.308002658538441,3.5696818392085308,4.932343330199691,1.557069600035691,5.242873752525,0.7501215506850001,2.569849620050349,2.600471304759965,1.3164747656896958,3.1311429520591942,3.1692005016437306
