scen,cont_type,bev_regex,Coffee,Coffee + milk,Juice,Soda,Tea,"Milk, animal",Plant milk,Almond milk,Soy milk,Probiotic,"Water, bottled","Water, Filtered tap"
scen5_1,glass,Soda,0,0,0,4.1128854771487235,0,0,0,0,0,0,0,0
scen5_1,glass,Tea,0,0,0,0,35.76085684730967,0,0,0,0,0,0,0
scen5_2,alum_can,Coffee,0.14727649935298842,0,0,0,0,0,0,0,0,0,0,0
scen5_2,alum_can,Coffee~+ milk,0,4.558512754424779,0,0,0,0,0,0,0,0,0,0
scen5_2,alum_can,Juice,0,0,8.122346998647085,0,0,0,0,0,0,0,0,0
scen5_2,alum_can,Soda,0,0,0,43.9090038228133,0,0,0,0,0,0,0,0
scen5_2,alum_can,Tea,0,0,0,0,54.7065510811785,0,0,0,0,0,0,0
scen5_2,bag_in_box,Juice,0,0,63.890099183031516,0,0,0,0,0,0,0,0,0
scen5_2,bag_in_box,"Milk*','*~animal",0,0,0,0,0,22.41718901423605,0,0,0,0,0,0
scen5_2,bag_in_box,Plant~milk,0,0,0,0,0,0,5.178435939371117,0,0,0,0,0
scen5_2,bag_in_box,Soda,0,0,0,212.04331706281982,0,0,0,0,0,0,0,0
scen5_2,bag_in_box,Tea,0,0,0,0,10.175201724697356,0,0,0,0,0,0,0
scen5_2,carton,Almond~milk,0,0,0,0,0,0,0,61.33213,0,0,0,0
scen5_2,carton,Juice,0,0,1.8051590117009149,0,0,0,0,0,0,0,0,0
scen5_2,carton,"Milk*','*~animal",0,0,0,0,0,1.9075509857639514,0,0,0,0,0,0
scen5_2,carton,Plant~milk,0,0,0,0,0,0,2.360674060628883,0,0,0,0,0
scen5_2,carton,Soda,0,0,0,0.0029238000560477305,0,0,0,0,0,0,0,0
scen5_2,carton,Soy~milk,0,0,0,0,0,0,0,0,42.19533,0,0,0
scen5_2,glass,Coffee,1.5892045006470112,0,0,0,0,0,0,0,0,0,0,0
scen5_2,glass,Coffee~+ milk,0,15.590333245575218,0,0,0,0,0,0,0,0,0,0
scen5_2,glass,Juice,0,0,5.653554806620469,0,0,0,0,0,0,0,0,0
scen5_2,glass,Probiotic,0,0,0,0,0,0,0,0,0,5.575360000000001,0,0
scen5_2,glass,Soda,0,0,0,4.112885314310863,0,0,0,0,0,0,0,0
scen5_2,glass,Tea,0,0,0,0,35.76085719412415,0,0,0,0,0,0,0
scen5_2,steel_bott_reuse,"Water*','*~Filtered tap",0,0,0,0,0,0,0,0,0,0,0,337.81381
scen6_1,alum_can,Coffee,0.14727622133046714,0,0,0,0,0,0,0,0,0,0,0
scen6_1,alum_can,Coffee~+ milk,0,4.55851279977246,0,0,0,0,0,0,0,0,0,0
scen6_1,alum_can,Juice,0,0,8.122346828797339,0,0,0,0,0,0,0,0,0
scen6_1,alum_can,Soda,0,0,0,43.90900265793284,0,0,0,0,0,0,0,0
scen6_1,alum_can,Tea,0,0,0,0,54.70654861788282,0,0,0,0,0,0,0
scen6_1,bag_in_box,Juice,0,0,63.8901010450527,0,0,0,0,0,0,0,0,0
scen6_1,bag_in_box,"Milk*','*~animal",0,0,0,0,0,22.41719096734107,0,0,0,0,0,0
scen6_1,bag_in_box,Plant~milk,0,0,0,0,0,0,5.178435939371117,0,0,0,0,0
scen6_1,bag_in_box,Soda,0,0,0,212.0433116684926,0,0,0,0,0,0,0,0
scen6_1,bag_in_box,Tea,0,0,0,0,10.175196859649777,0,0,0,0,0,0,0
scen6_1,carton,Almond~milk,0,0,0,0,0,0,0,61.33212641546936,0,0,0,0
scen6_1,carton,Juice,0,0,1.805156866106167,0,0,0,0,0,0,0,0,0
scen6_1,carton,"Milk*','*~animal",0,0,0,0,0,1.907549852790412,0,0,0,0,0,0
scen6_1,carton,Plant~milk,0,0,0,0,0,0,2.360674060628883,0,0,0,0,0
scen6_1,carton,Soda,0,0,0,0.002923799978766118,0,0,0,0,0,0,0,0
scen6_1,carton,Soy~milk,0,0,0,0,0,0,0,0,42.19533,0,0,0
scen6_1,glass,Coffee,1.5892019618488606,0,0,0,0,0,0,0,0,0,0,0
scen6_1,glass,Coffee~+ milk,0,15.59033658657864,0,0,0,0,0,0,0,0,0,0
scen6_1,glass,Juice,0,0,5.653553682675505,0,0,0,0,0,0,0,0,0
scen6_1,glass,Probiotic,0,0,0,0,0,0,0,0,0,5.575360000000001,0,0
scen6_1,glass,Soda,0,0,0,4.1128852225286074,0,0,0,0,0,0,0,0
scen6_1,glass,Tea,0,0,0,0,35.76085494707604,0,0,0,0,0,0,0
scen6_1,plastic,Almond~milk,0,0,0,0,0,0,0,7.939773584530642,0,0,0,0
scen6_1,plastic,Coffee,0.23661781682067212,0,0,0,0,0,0,0,0,0,0,0
scen6_1,plastic,Coffee~+ milk,0,2.0946906136489005,0,0,0,0,0,0,0,0,0,0
scen6_1,plastic,Juice,0,0,50.46382157736829,0,0,0,0,0,0,0,0,0
scen6_1,plastic,"Milk*','*~animal",0,0,0,0,0,55.89452917986851,0,0,0,0,0,0
scen6_1,plastic,Probiotic,0,0,0,0,0,0,0,0,0,0.416703,0,0
scen6_1,plastic,Soda,0,0,0,90.55733665106716,0,0,0,0,0,0,0,0
scen6_1,plastic,Tea,0,0,0,0,25.721449575391375,0,0,0,0,0,0,0
scen6_1,plastic,"Water*','*~bottled",0,0,0,0,0,0,0,0,0,0,104.48889,0
scen6_2,alum_can,Coffee,0.14727622133046714,0,0,0,0,0,0,0,0,0,0,0
scen6_2,alum_can,Coffee~+ milk,0,3.895330187980074,0,0,0,0,0,0,0,0,0,0
scen6_2,alum_can,Juice,0,0,8.060242850782736,0,0,0,0,0,0,0,0,0
scen6_2,alum_can,Soda,0,0,0,35.412859420815636,0,0,0,0,0,0,0,0
scen6_2,alum_can,Tea,0,0,0,0,54.70654883348513,0,0,0,0,0,0,0
scen6_2,bag_in_box,Juice,0,0,63.8901010450527,0,0,0,0,0,0,0,0,0
scen6_2,bag_in_box,"Milk*','*~animal",0,0,0,0,0,22.41719096734107,0,0,0,0,0,0
scen6_2,bag_in_box,Plant~milk,0,0,0,0,0,0,5.178435939371117,0,0,0,0,0
scen6_2,bag_in_box,Soda,0,0,0,212.0433146987917,0,0,0,0,0,0,0,0
scen6_2,bag_in_box,Tea,0,0,0,0,10.175199030641169,0,0,0,0,0,0,0
scen6_2,carton,Almond~milk,0,0,0,0,0,0,0,61.33212641546936,0,0,0,0
scen6_2,carton,Juice,0,0,1.8051569790826,0,0,0,0,0,0,0,0,0
scen6_2,carton,"Milk*','*~animal",0,0,0,0,0,1.907549852790412,0,0,0,0,0,0
scen6_2,carton,Plant~milk,0,0,0,0,0,0,2.360674060628883,0,0,0,0,0
scen6_2,carton,Soda,0,0,0,0.002923799978766118,0,0,0,0,0,0,0,0
scen6_2,carton,Soy~milk,0,0,0,0,0,0,0,0,42.19533,0,0,0
scen6_2,glass,Coffee,1.5892019618488606,0,0,0,0,0,0,0,0,0,0,0
scen6_2,glass,Coffee~+ milk,0,8.460366231323851,0,0,0,0,0,0,0,0,0,0
scen6_2,glass,Juice,0,0,5.653553748908735,0,0,0,0,0,0,0,0,0
scen6_2,glass,Probiotic,0,0,0,0,0,0,0,0,0,5.575360000000001,0,0
scen6_2,glass,Soda,0,0,0,4.112885466372452,0,0,0,0,0,0,0,0
scen6_2,glass,Tea,0,0,0,0,35.73514119830574,0,0,0,0,0,0,0
scen6_2,plastic,Almond~milk,0,0,0,0,0,0,0,7.939773584530642,0,0,0,0
scen6_2,plastic,Coffee,0.23661781682067212,0,0,0,0,0,0,0,0,0,0,0
scen6_2,plastic,Coffee~+ milk,0,2.094690580696075,0,0,0,0,0,0,0,0,0,0
scen6_2,plastic,Juice,0,0,50.46382537617323,0,0,0,0,0,0,0,0,0
scen6_2,plastic,"Milk*','*~animal",0,0,0,0,0,55.89452917986851,0,0,0,0,0,0
scen6_2,plastic,Probiotic,0,0,0,0,0,0,0,0,0,0.416703,0,0
scen6_2,plastic,Soda,0,0,0,49.241216614041434,0,0,0,0,0,0,0,0
scen6_2,plastic,Tea,0,0,0,0,17.80946093756797,0,0,0,0,0,0,0
scen6_2,plastic,"Water*','*~bottled",0,0,0,0,0,0,0,0,0,0,170.09412,0
