scen,SSB_status,cont_type,item,bev_type,"Climate
[ t CO2eq (100yr) ]","Water Use
[ M Liter (Blue) ]","Plastic Pollution
[ kg plastic ]"
scen3_2,SSB,plastic,bev,Coffee,0,0,0
scen3_2,non_SSB,alum_can,bev,Coffee + milk,0,0,0
scen3_2,non_SSB,glass,bev,Coffee + milk,0,0,0
scen3_2,non_SSB,plastic,bev,Coffee + milk,0,0,0
scen3_2,SSB,alum_can,bev,Coffee + milk,0,0,0
scen3_2,SSB,glass,bev,Coffee + milk,0,0,0
scen3_2,SSB,plastic,bev,Coffee + milk,0,0,0
scen3_2,non_SSB,alum_can,bev,Juice,0,0,0
scen3_2,non_SSB,glass,bev,Juice,0,0,0
scen3_2,non_SSB,plastic,bev,Juice,0,0,0
scen3_2,non_SSB,carton,bev,Juice,0,0,0
scen3_2,SSB,alum_can,bev,Juice,0,0,0
scen3_2,SSB,glass,bev,Juice,0,0,0
scen3_2,SSB,plastic,bev,Juice,0,0,0
scen3_2,SSB,carton,bev,Juice,0,0,0
scen3_2,SSB,bag_in_box,bev,Juice,0,0,0
scen3_2,non_SSB,carton,bev,Almond milk,0,0,0
scen3_2,SSB,plastic,bev,Almond milk,0,0,0
scen3_2,SSB,carton,bev,Almond milk,0,0,0
scen3_2,non_SSB,plastic,bev,"Milk, animal",0,0,0
scen3_2,non_SSB,carton,bev,"Milk, animal",0,0,0
scen3_2,SSB,plastic,bev,"Milk, animal",0,0,0
scen3_2,SSB,carton,bev,"Milk, animal",0,0,0
scen3_2,SSB,bag_in_box,bev,"Milk, animal",0,0,0
scen3_2,non_SSB,carton,bev,Plant milk,0,0,0
scen3_2,non_SSB,bag_in_box,bev,Plant milk,0,0,0
scen3_2,SSB,carton,bev,Plant milk,0,0,0
scen3_2,SSB,bag_in_box,bev,Plant milk,0,0,0
scen3_2,non_SSB,carton,bev,Soy milk,0,0,0
scen3_2,SSB,carton,bev,Soy milk,0,0,0
scen3_2,non_SSB,plastic,bev,Probiotic,0,0,0
scen3_2,SSB,glass,bev,Probiotic,0,0,0
scen3_2,non_SSB,alum_can,bev,Soda,0,0,0
scen3_2,non_SSB,glass,bev,Soda,0,0,0
scen3_2,non_SSB,plastic,bev,Soda,0,0,0
scen3_2,non_SSB,bag_in_box,bev,Soda,0,0,0
scen3_2,SSB,alum_can,bev,Soda,0,0,0
scen3_2,SSB,glass,bev,Soda,0,0,0
scen3_2,SSB,plastic,bev,Soda,0,0,0
scen3_2,SSB,carton,bev,Soda,0,0,0
scen3_2,SSB,bag_in_box,bev,Soda,0,0,0
scen3_2,non_SSB,alum_can,bev,Tea,0,0,0
scen3_2,non_SSB,glass,bev,Tea,0,0,0
scen3_2,non_SSB,plastic,bev,Tea,0,0,0
scen3_2,non_SSB,bag_in_box,bev,Tea,0,0,0
scen3_2,SSB,alum_can,bev,Tea,0,0,0
scen3_2,SSB,glass,bev,Tea,0,0,0
scen3_2,SSB,plastic,bev,Tea,0,0,0
scen3_2,SSB,bag_in_box,bev,Tea,0,0,0
scen3_2,non_SSB,plastic,bev,"Water, bottled",3.9618091123512,0.2191644018861,0
scen3_2,non_SSB,steel_bott_reuse,bev,"Water, Filtered tap",5.196698676624,1.6727176000000001,0
scen4,non_SSB,alum_can,bev,Coffee,0.05400939020158046,0.0014046002481075137,0
scen4,non_SSB,glass,bev,Coffee,0.3841983307535339,0.009991689754036786,0
scen4,non_SSB,plastic,bev,Coffee,0.07993677615128562,0.0020788832311556993,0
scen4,SSB,alum_can,bev,Coffee,0.005731577049792099,3.5089684269220243e-4,0
scen4,SSB,glass,bev,Coffee,0.2650364896491473,0.016225982239824164,0
scen4,SSB,plastic,bev,Coffee,0.016202708316020546,9.919572120836325e-4,0
scen4,non_SSB,alum_can,bev,Coffee + milk,0.014588111816349997,0.005084241684757999,0
scen4,non_SSB,glass,bev,Coffee + milk,0.33507186424065,0.11677908429880199,0
scen4,non_SSB,plastic,bev,Coffee + milk,0.05694990535074999,0.019848153508309995,0
scen4,SSB,alum_can,bev,Coffee + milk,3.6594566318314046,1.362426398357747,0
scen4,SSB,glass,bev,Coffee + milk,12.224740604990917,4.551306652589074,0
scen4,SSB,plastic,bev,Coffee + milk,1.6303310378408777,0.6069770098367784,0
scen4,non_SSB,alum_can,bev,Juice,0.19491551899582654,0.043553931346704336,0
scen4,non_SSB,glass,bev,Juice,0.6174661165650772,0.137972989469183,0
scen4,non_SSB,plastic,bev,Juice,35.41475113749983,7.913436793795333,0
scen4,non_SSB,carton,bev,Juice,1.0532344581372723,0.23534555646477953,0
scen4,SSB,alum_can,bev,Juice,7.5615971708121235,2.0153140649491172,0
scen4,SSB,glass,bev,Juice,4.765698775237175,1.2701522646722454,0
scen4,SSB,plastic,bev,Juice,11.658014593632926,3.1070897125570047,0
scen4,SSB,carton,bev,Juice,0.6376025477297617,0.1699335938242228,0
scen4,SSB,bag_in_box,bev,Juice,61.06258354288421,16.27437704974811,0
scen4,non_SSB,carton,bev,Almond milk,0.1541919882958,0.062305855873299995,0
scen4,SSB,plastic,bev,Almond milk,2.424172147215311,1.013211577635162,0
scen4,SSB,carton,bev,Almond milk,18.56990080683689,7.761510878935339,0
scen4,non_SSB,plastic,bev,"Milk, animal",65.2382953706495,29.97675934289654,0
scen4,non_SSB,carton,bev,"Milk, animal",1.863006176983306,0.856044559479456,0
scen4,SSB,plastic,bev,"Milk, animal",0.5130572332082786,0.23980933966949322,0
scen4,SSB,carton,bev,"Milk, animal",0.3835105720554732,0.1792576170611303,0
scen4,SSB,bag_in_box,bev,"Milk, animal",26.55588683786185,12.412552196374879,0
scen4,non_SSB,carton,bev,Plant milk,0,0,0
scen4,non_SSB,bag_in_box,bev,Plant milk,0,0,0
scen4,SSB,carton,bev,Plant milk,1.1027616216373826,0.18664192604202018,0
scen4,SSB,bag_in_box,bev,Plant milk,2.419046538142118,0.40942257710577984,0
scen4,non_SSB,carton,bev,Soy milk,6.3966535011113015,0.10567812471650002,0
scen4,SSB,carton,bev,Soy milk,19.917868104804,0.9663140697799999,0
scen4,non_SSB,plastic,bev,Probiotic,0.11333867810432999,0.019648513200959998,0
scen4,SSB,glass,bev,Probiotic,1.5603685879712001,0.33247845357440003,0
scen4,non_SSB,alum_can,bev,Soda,1.140437140905361,0.5012485539532657,0
scen4,non_SSB,glass,bev,Soda,0.14182623364286984,0.06233591662026193,0
scen4,non_SSB,plastic,bev,Soda,0.9190369603669201,0.4039380434837589,0
scen4,non_SSB,bag_in_box,bev,Soda,1.7625046450613489,0.7746616389322135,0
scen4,SSB,alum_can,bev,Soda,2.284888769360063,1.6533612303820417,0
scen4,SSB,glass,bev,Soda,0.13573437576407543,0.09821832796757267,0
scen4,SSB,plastic,bev,Soda,7.917297962763054,5.729011265910053,0
scen4,SSB,carton,bev,Soda,3.2198873831680087e-4,2.3299326588301637e-4,0
scen4,SSB,bag_in_box,bev,Soda,19.4096838671505,14.044980758037651,0
scen4,non_SSB,alum_can,bev,Tea,0.07203950022030232,0.009155036319310755,0
scen4,non_SSB,glass,bev,Tea,0.14932000248078653,0.01897611784827338,0
scen4,non_SSB,plastic,bev,Tea,0.40995301710995224,0.052098289818436574,0
scen4,non_SSB,bag_in_box,bev,Tea,0.7253963637089588,0.09218595402997927,0
scen4,SSB,alum_can,bev,Tea,6.142540317312036,3.454874685961682,0
scen4,SSB,glass,bev,Tea,3.8694899748668306,2.176396453446478,0
scen4,SSB,plastic,bev,Tea,2.351684575997416,1.3227060941026743,0
scen4,SSB,bag_in_box,bev,Tea,0.1270494425199182,0.07145901860676569,0
scen4,non_SSB,plastic,bev,"Water, bottled",0,0,0
scen4,non_SSB,steel_bott_reuse,bev,"Water, Filtered tap",0.6492396282371999,0.20897778,0
scen5_1,non_SSB,alum_can,bev,Coffee,0.13394616635286608,0.003483483479263213,0
scen5_1,non_SSB,glass,bev,Coffee,0.3841983307535339,0.009991689754036786,0
scen5_1,SSB,alum_can,bev,Coffee,0.021934285365812645,0.0013428540547758348,0
scen5_1,SSB,glass,bev,Coffee,0.2650364896491473,0.016225982239824164,0
scen5_1,non_SSB,alum_can,bev,Coffee + milk,0.07153801716709998,0.024932395193067995,0
scen5_1,non_SSB,glass,bev,Coffee + milk,0.33507186424065,0.11677908429880199,0
scen5_1,SSB,alum_can,bev,Coffee + milk,5.2897876696722825,1.969403408194525,0
scen5_1,SSB,glass,bev,Coffee + milk,12.224740604990917,4.551306652589074,0
scen5_1,non_SSB,alum_can,bev,Juice,35.60966665649565,7.956990725142036,0
scen5_1,non_SSB,glass,bev,Juice,0.6174661165650772,0.137972989469183,0
scen5_1,non_SSB,carton,bev,Juice,1.0532344581372723,0.23534555646477953,0
scen5_1,SSB,alum_can,bev,Juice,19.219611764445048,5.122403777506121,0
scen5_1,SSB,glass,bev,Juice,4.765698775237175,1.2701522646722454,0
scen5_1,SSB,carton,bev,Juice,0.6376025477297617,0.1699335938242228,0
scen5_1,SSB,bag_in_box,bev,Juice,61.06258354288421,16.27437704974811,0
scen5_1,non_SSB,carton,bev,Almond milk,0.1541919882958,0.062305855873299995,0
scen5_1,SSB,alum_can,bev,Almond milk,2.424172147215311,1.013211577635162,0
scen5_1,SSB,carton,bev,Almond milk,18.56990080683689,7.761510878935339,0
scen5_1,non_SSB,alum_can,bev,"Milk, animal",65.2382953706495,29.97675934289654,0
scen5_1,non_SSB,carton,bev,"Milk, animal",1.863006176983306,0.856044559479456,0
scen5_1,SSB,alum_can,bev,"Milk, animal",0.5130572332082786,0.23980933966949322,0
scen5_1,SSB,carton,bev,"Milk, animal",0.3835105720554732,0.1792576170611303,0
scen5_1,SSB,bag_in_box,bev,"Milk, animal",26.55588683786185,12.412552196374879,0
scen5_1,SSB,carton,bev,Plant milk,1.1027616216373826,0.18664192604202018,0
scen5_1,SSB,bag_in_box,bev,Plant milk,2.419046538142118,0.40942257710577984,0
scen5_1,non_SSB,carton,bev,Soy milk,6.3966535011113015,0.10567812471650002,0
scen5_1,SSB,carton,bev,Soy milk,19.917868104804,0.9663140697799999,0
scen5_1,non_SSB,alum_can,bev,Probiotic,0.11333867810432999,0.019648513200959998,0
scen5_1,SSB,glass,bev,Probiotic,1.5603685879712001,0.33247845357440003,0
scen5_1,non_SSB,alum_can,bev,Soda,2.0594741012722815,0.9051865974370246,0
scen5_1,non_SSB,glass,bev,Soda,0.14182623364286984,0.06233591662026193,0
scen5_1,non_SSB,bag_in_box,bev,Soda,1.7625046450613489,0.7746616389322135,0
scen5_1,SSB,alum_can,bev,Soda,10.202186732123115,7.382372496292094,0
scen5_1,SSB,glass,bev,Soda,0.13573437576407543,0.09821832796757267,0
scen5_1,SSB,carton,bev,Soda,3.2198873831680087e-4,2.3299326588301637e-4,0
scen5_1,SSB,bag_in_box,bev,Soda,19.4096838671505,14.044980758037651,0
scen5_1,non_SSB,alum_can,bev,Tea,0.48199251733025456,0.06125332613774733,0
scen5_1,non_SSB,glass,bev,Tea,0.14932000248078653,0.01897611784827338,0
scen5_1,non_SSB,bag_in_box,bev,Tea,0.7253963637089588,0.09218595402997927,0
scen5_1,SSB,alum_can,bev,Tea,8.494224893309452,4.777580780064357,0
scen5_1,SSB,glass,bev,Tea,3.869489974866831,2.1763964534464786,0
scen5_1,SSB,bag_in_box,bev,Tea,0.12704944251991823,0.0714590186067657,0
scen5_1,non_SSB,alum_can,bev,"Water, bottled",3.9618091123512,0.2191644018861,0
scen5_2,non_SSB,alum_can,bev,Coffee,0.05400949692975929,0.0014046030237438597,0
scen5_2,non_SSB,glass,bev,Coffee,0.3841990899694406,0.009991709498656139,0
scen5_2,SSB,alum_can,bev,Coffee,0.005731582988029863,3.508972062411636e-4,0
scen5_2,SSB,glass,bev,Coffee,0.2650367642419301,0.016225999050858836,0
scen5_2,non_SSB,alum_can,bev,Coffee + milk,0.014588111816349997,0.005084241684757999,0
scen5_2,non_SSB,glass,bev,Coffee + milk,0.33507186424065,0.11677908429880199,0
scen5_2,SSB,alum_can,bev,Coffee + milk,3.6594565890618354,1.362426382434511,0
scen5_2,SSB,glass,bev,Coffee + milk,12.224740462115362,4.551306599396087,0
scen5_2,non_SSB,alum_can,bev,Juice,0.19491587046154388,0.0435540098818246,0
scen5_2,non_SSB,glass,bev,Juice,0.6174672299611409,0.13797323825786834,0
scen5_2,non_SSB,carton,bev,Juice,1.053236357297515,0.23534598083270702,0
scen5_2,SSB,alum_can,bev,Juice,7.56159644426837,2.0153138713109464,0
scen5_2,SSB,glass,bev,Juice,4.765698317332768,1.270152142631733,0
scen5_2,SSB,carton,bev,Juice,0.6376024864667589,0.16993357749643007,0
scen5_2,SSB,bag_in_box,bev,Juice,61.062577675785285,16.274375486051085,0
scen5_2,non_SSB,carton,bev,Almond milk,0.1541919882958,0.062305855873299995,0
scen5_2,SSB,carton,bev,Almond milk,18.569901901266,7.7615113363649995,0
scen5_2,non_SSB,carton,bev,"Milk, animal",1.8630075428581998,0.8560451870939999,0
scen5_2,SSB,carton,bev,"Milk, animal",0.3835105386419905,0.17925760144325237,0
scen5_2,SSB,bag_in_box,bev,"Milk, animal",26.55588452417161,12.412551114927249,0
scen5_2,SSB,carton,bev,Plant milk,1.1027616216373826,0.18664192604202018,0
scen5_2,SSB,bag_in_box,bev,Plant milk,2.419046538142118,0.40942257710577984,0
scen5_2,non_SSB,carton,bev,Soy milk,6.3966535011113015,0.10567812471650002,0
scen5_2,SSB,carton,bev,Soy milk,19.917868104804,0.9663140697799999,0
scen5_2,SSB,glass,bev,Probiotic,1.5603685879712001,0.33247845357440003,0
scen5_2,non_SSB,alum_can,bev,Soda,1.140437067799876,0.5012485218217106,0
scen5_2,non_SSB,glass,bev,Soda,0.14182622455137742,0.06233591262434031,0
scen5_2,non_SSB,bag_in_box,bev,Soda,1.7625045320794468,0.7746615892740493,0
scen5_2,SSB,alum_can,bev,Soda,2.2848888097767337,1.6533612596278227,0
scen5_2,SSB,glass,bev,Soda,0.13573437816503764,0.09821832970492542,0
scen5_2,SSB,carton,bev,Soda,3.219887440123572e-4,2.3299327000436012e-4,0
scen5_2,SSB,bag_in_box,bev,Soda,19.409684210482222,14.044981006474849,0
scen5_2,non_SSB,alum_can,bev,Tea,0.07203952131010742,0.009155038999478317,0
scen5_2,non_SSB,glass,bev,Tea,0.14932004619471764,0.01897612340359547,0
scen5_2,non_SSB,bag_in_box,bev,Tea,0.725396576071175,0.09218598101772624,0
scen5_2,SSB,alum_can,bev,Tea,6.142540281195114,3.4548746656477016,0
scen5_2,SSB,glass,bev,Tea,3.8694899521149946,2.176396440649697,0
scen5_2,SSB,bag_in_box,bev,Tea,0.12704944177289262,0.07145901818660079,0
scen5_2,non_SSB,steel_bott_reuse,bev,"Water, Filtered tap",2.0989993521588,0.67562762,0
scen6_1,non_SSB,alum_can,bev,Coffee,0.05400939020158046,0.0014046002481075137,0
scen6_1,non_SSB,glass,bev,Coffee,0.3841983307535339,0.009991689754036786,0
scen6_1,non_SSB,plastic,bev,Coffee,0.07993677615128562,0.0020788832311556993,0
scen6_1,SSB,alum_can,bev,Coffee,0.005731577049792099,3.5089684269220243e-4,0
scen6_1,SSB,glass,bev,Coffee,0.2650364896491473,0.016225982239824164,0
scen6_1,SSB,plastic,bev,Coffee,0.016202708316020546,9.919572120836325e-4,0
scen6_1,non_SSB,alum_can,bev,Coffee + milk,0.5388477274774257,0.18779894973846673,0
scen6_1,non_SSB,glass,bev,Coffee + milk,5.971461376954432,2.0811708351184275,0
scen6_1,non_SSB,plastic,bev,Coffee + milk,0.05694993140064211,0.019848162587205818,0
scen6_1,SSB,alum_can,bev,Coffee + milk,3.124906743588628,1.1634119128064682,0
scen6_1,SSB,glass,bev,Coffee + milk,6.477721528657151,2.411674655490055,0
scen6_1,SSB,plastic,bev,Coffee + milk,1.6303308855114218,0.6069769531240768,0
scen6_1,non_SSB,alum_can,bev,Juice,0.25239207433602,0.05639708492538598,0
scen6_1,non_SSB,glass,bev,Juice,0.6174660552669446,0.13797297577209686,0
scen6_1,non_SSB,plastic,bev,Juice,35.414747621747225,7.9134360081993576,0
scen6_1,non_SSB,carton,bev,Juice,1.0532343535788136,0.23534553310116052,0
scen6_1,SSB,alum_can,bev,Juice,7.502241141769359,1.99949451816988,0
scen6_1,SSB,glass,bev,Juice,4.765698456224886,1.2701521796492083,0
scen6_1,SSB,plastic,bev,Juice,11.658013813254202,3.1070895045707574,0
scen6_1,SSB,carton,bev,Juice,0.637602505049127,0.1699335824489959,0
scen6_1,SSB,bag_in_box,bev,Juice,61.06257945540082,16.274375960353556,0
scen6_1,non_SSB,carton,bev,Almond milk,0.1541919882958,0.062305855873299995,0
scen6_1,SSB,plastic,bev,Almond milk,2.424172147215311,1.013211577635162,0
scen6_1,SSB,carton,bev,Almond milk,18.56990080683689,7.761510878935339,0
scen6_1,non_SSB,plastic,bev,"Milk, animal",65.2382953706495,29.97675934289654,0
scen6_1,non_SSB,carton,bev,"Milk, animal",1.863006176983306,0.856044559479456,0
scen6_1,SSB,plastic,bev,"Milk, animal",0.5130572332082786,0.23980933966949322,0
scen6_1,SSB,carton,bev,"Milk, animal",0.3835105720554732,0.1792576170611303,0
scen6_1,SSB,bag_in_box,bev,"Milk, animal",26.55588683786185,12.412552196374879,0
scen6_1,non_SSB,carton,bev,Plant milk,0,0,0
scen6_1,non_SSB,bag_in_box,bev,Plant milk,0,0,0
scen6_1,SSB,carton,bev,Plant milk,1.1027616216373826,0.18664192604202018,0
scen6_1,SSB,bag_in_box,bev,Plant milk,2.419046538142118,0.40942257710577984,0
scen6_1,non_SSB,carton,bev,Soy milk,6.3966535011113015,0.10567812471650002,0
scen6_1,SSB,carton,bev,Soy milk,19.917868104804,0.9663140697799999,0
scen6_1,non_SSB,plastic,bev,Probiotic,0.11333867810432999,0.019648513200959998,0
scen6_1,SSB,glass,bev,Probiotic,1.5603685879712001,0.33247845357440003,0
scen6_1,non_SSB,alum_can,bev,Soda,1.5587796723335317,0.6851197919322822,0
scen6_1,non_SSB,glass,bev,Soda,0.14182622163621597,0.0623359113430593,0
scen6_1,non_SSB,plastic,bev,Soda,2.9534059396432335,1.2980903579726597,0
scen6_1,non_SSB,bag_in_box,bev,Soda,1.7625044958521179,0.7746615733512985,0
scen6_1,SSB,alum_can,bev,Soda,1.349235450941157,0.9763160531739675,0
scen6_1,SSB,glass,bev,Soda,0.1357343745773191,0.09821832710882762,0
scen6_1,SSB,plastic,bev,Soda,3.3672855562387776,2.4365909907596457,0
scen6_1,SSB,carton,bev,Soda,3.2198873550158053e-4,2.329932638459036e-4,0
scen6_1,SSB,bag_in_box,bev,Soda,19.409683697447242,14.04498063523921,0
scen6_1,non_SSB,alum_can,bev,Tea,0.07203948296228573,0.009155034126100527,0
scen6_1,non_SSB,glass,bev,Tea,0.1513782749293546,0.0192376904433643,0
scen6_1,non_SSB,plastic,bev,Tea,1.0432728948177095,0.13258283599692242,0
scen6_1,non_SSB,bag_in_box,bev,Tea,0.7253961899306502,0.09218593194561277,0
scen6_1,SSB,alum_can,bev,Tea,6.1425400546771,3.4548745382425388,0
scen6_1,SSB,glass,bev,Tea,3.8665542848627075,2.174745273225082,0
scen6_1,SSB,plastic,bev,Tea,1.4484541799129944,0.814683733674968,0
scen6_1,SSB,bag_in_box,bev,Tea,0.12704943708769956,0.07145901555141175,0
scen6_1,non_SSB,plastic,bev,"Water, bottled",3.9618091123512,0.2191644018861,0
scen6_2,non_SSB,alum_can,bev,Coffee,0.05400939020158046,0.0014046002481075137,0
scen6_2,non_SSB,glass,bev,Coffee,0.3841983307535339,0.009991689754036786,0
scen6_2,non_SSB,plastic,bev,Coffee,0.07993677615128562,0.0020788832311556993,0
scen6_2,SSB,alum_can,bev,Coffee,0.005731577049792099,3.5089684269220243e-4,0
scen6_2,SSB,glass,bev,Coffee,0.2650364896491473,0.016225982239824164,0
scen6_2,SSB,plastic,bev,Coffee,0.016202708316020546,9.919572120836325e-4,0
scen6_2,non_SSB,alum_can,bev,Coffee + milk,0.014588111816349997,0.005084241684757999,0
scen6_2,non_SSB,glass,bev,Coffee + milk,0.33507186424065,0.11677908429880199,0
scen6_2,non_SSB,plastic,bev,Coffee + milk,0.05694990535074999,0.019848153508309995,0
scen6_2,SSB,alum_can,bev,Coffee + milk,3.124906743588628,1.1634119128064682,0
scen6_2,SSB,glass,bev,Coffee + milk,6.477721528657151,2.411674655490055,0
scen6_2,SSB,plastic,bev,Coffee + milk,1.6303308855114218,0.6069769531240768,0
scen6_2,non_SSB,alum_can,bev,Juice,0.19491551899582654,0.043553931346704336,0
scen6_2,non_SSB,glass,bev,Juice,0.6174661165650772,0.137972989469183,0
scen6_2,non_SSB,plastic,bev,Juice,35.41475113749983,7.913436793795333,0
scen6_2,non_SSB,carton,bev,Juice,1.0532344581372723,0.23534555646477953,0
scen6_2,SSB,alum_can,bev,Juice,7.502241141769359,1.99949451816988,0
scen6_2,SSB,glass,bev,Juice,4.765698456224886,1.2701521796492083,0
scen6_2,SSB,plastic,bev,Juice,11.658013813254202,3.1070895045707574,0
scen6_2,SSB,carton,bev,Juice,0.637602505049127,0.1699335824489959,0
scen6_2,SSB,bag_in_box,bev,Juice,61.06257945540082,16.274375960353556,0
scen6_2,non_SSB,carton,bev,Almond milk,0.1541919882958,0.062305855873299995,0
scen6_2,SSB,plastic,bev,Almond milk,2.424172147215311,1.013211577635162,0
scen6_2,SSB,carton,bev,Almond milk,18.56990080683689,7.761510878935339,0
scen6_2,non_SSB,plastic,bev,"Milk, animal",65.2382953706495,29.97675934289654,0
scen6_2,non_SSB,carton,bev,"Milk, animal",1.863006176983306,0.856044559479456,0
scen6_2,SSB,plastic,bev,"Milk, animal",0.5130572332082786,0.23980933966949322,0
scen6_2,SSB,carton,bev,"Milk, animal",0.3835105720554732,0.1792576170611303,0
scen6_2,SSB,bag_in_box,bev,"Milk, animal",26.55588683786185,12.412552196374879,0
scen6_2,SSB,carton,bev,Plant milk,1.1027616216373826,0.18664192604202018,0
scen6_2,SSB,bag_in_box,bev,Plant milk,2.419046538142118,0.40942257710577984,0
scen6_2,non_SSB,carton,bev,Soy milk,6.3966535011113015,0.10567812471650002,0
scen6_2,SSB,carton,bev,Soy milk,19.917868104804,0.9663140697799999,0
scen6_2,non_SSB,plastic,bev,Probiotic,0.11333867810432999,0.019648513200959998,0
scen6_2,SSB,glass,bev,Probiotic,1.5603685879712001,0.33247845357440003,0
scen6_2,non_SSB,alum_can,bev,Soda,1.140437140905361,0.5012485539532657,0
scen6_2,non_SSB,glass,bev,Soda,0.14182623364286986,0.062335916620261944,0
scen6_2,non_SSB,plastic,bev,Soda,0.9190369603669201,0.4039380434837589,0
scen6_2,non_SSB,bag_in_box,bev,Soda,1.7625046450613493,0.7746616389322137,0
scen6_2,SSB,alum_can,bev,Soda,1.349235450941157,0.9763160531739675,0
scen6_2,SSB,glass,bev,Soda,0.1357343745773191,0.09821832710882762,0
scen6_2,SSB,plastic,bev,Soda,3.3672855562387776,2.4365909907596457,0
scen6_2,SSB,carton,bev,Soda,3.2198873550158053e-4,2.329932638459036e-4,0
scen6_2,SSB,bag_in_box,bev,Soda,19.409683697447242,14.04498063523921,0
scen6_2,non_SSB,alum_can,bev,Tea,0.07203950022030232,0.009155036319310755,0
scen6_2,non_SSB,glass,bev,Tea,0.14932000248078653,0.01897611784827338,0
scen6_2,non_SSB,plastic,bev,Tea,0.40995301710995224,0.052098289818436574,0
scen6_2,non_SSB,bag_in_box,bev,Tea,0.7253963637089588,0.09218595402997927,0
scen6_2,SSB,alum_can,bev,Tea,6.1425400546771,3.4548745382425388,0
scen6_2,SSB,glass,bev,Tea,3.8665542848627075,2.174745273225082,0
scen6_2,SSB,plastic,bev,Tea,1.4484541799129944,0.814683733674968,0
scen6_2,SSB,bag_in_box,bev,Tea,0.12704943708769956,0.07145901555141175,0
scen6_2,non_SSB,plastic,bev,"Water, bottled",6.4493022614496,0.3567707157588,0
scen0,non_SSB,alum_can,cont,Coffee,0.034452864258646944,5.339568146050767e-4,0.0033358957329885346
scen0,SSB,alum_can,cont,Coffee,0.0035735615364370144,5.5383712670920604e-5,3.4600980027314456e-4
scen0,non_SSB,glass,cont,Coffee,0.6130194459706145,0.002162661908057677,0.04746010156376574
scen0,SSB,glass,cont,Coffee,0.4133286591625838,0.0014581758418187665,0.031999996528677285
scen0,non_SSB,plastic,cont,Coffee,0.03834041297241276,0.0011005249468351637,0.2172413533456582
scen0,SSB,plastic,cont,Coffee,0.007595718161011982,2.1802783739803184e-4,0.04303824515708121
scen0,non_SSB,alum_can,cont,Coffee + milk,0.004764734252399999,7.384472607999999e-5,4.6134499999999994e-4
scen0,SSB,alum_can,cont,Coffee + milk,1.1722341556149503,0.01816750012435722,0.11350147518715777
scen0,non_SSB,glass,cont,Coffee + milk,0.27374127156341993,9.657276364799999e-4,0.02119311
scen0,SSB,glass,cont,Coffee + milk,9.79490296060381,0.03455528803410039,0.7583235611415992
scen0,non_SSB,plastic,cont,Coffee + milk,0.013985780392399998,4.0144847249999984e-4,0.0792451
scen0,SSB,plastic,cont,Coffee + milk,0.3926699447468355,0.011271215841551304,2.224914746649876
scen0,non_SSB,alum_can,cont,Juice,0.054378594658649644,8.427694420020777e-4,0.005265202931340449
scen0,SSB,alum_can,cont,Juice,2.042795253922864,0.0316596158300906,0.1977934815454481
scen0,SSB,bag_in_box,cont,Juice,1.6597371560499354,0.033165353672550676,3.264784381944403
scen0,non_SSB,carton,cont,Juice,0.12044478055318013,0.004763452561235626,0.26880270802108486
scen0,SSB,carton,cont,Juice,0.07060617924272629,0.002792393193031112,0.15757538098620272
scen0,non_SSB,glass,cont,Juice,0.43088106562741646,0.0015200987075708237,0.033358907732856914
scen0,SSB,glass,cont,Juice,3.220331718737273,0.011360958914436878,0.24931879640179247
scen0,non_SSB,plastic,cont,Juice,7.428820305330358,0.21323719380524941,42.092581998344436
scen0,SSB,plastic,cont,Juice,2.3680452419437255,0.06797247765350242,13.417626813611966
scen0,non_SSB,carton,cont,Almond milk,0.054085473286,0.002139018271,0.12070528599999998
scen0,SSB,carton,cont,Almond milk,6.4370737244469,0.2545788632662301,14.365942973333864
scen0,SSB,plastic,cont,Almond milk,1.5413990605158747,0.04424438829979701,8.733750942983708
scen0,SSB,bag_in_box,cont,"Milk, animal",2.886625813358962,0.05768391579716204,5.678274472027494
scen0,non_SSB,carton,cont,"Milk, animal",0.16762430902716577,0.006629348656650632,0.3740956477293832
scen0,SSB,carton,cont,"Milk, animal",0.03426351870273087,0.0013550827621741956,0.07646762749971212
scen0,non_SSB,plastic,cont,"Milk, animal",10.767082584479224,0.3090588251456732,61.00757427729754
scen0,SSB,plastic,cont,"Milk, animal",0.08408009019540323,0.002413438709144109,0.47640782055783226
scen0,non_SSB,bag_in_box,cont,Plant milk,0,0,0
scen0,SSB,bag_in_box,cont,Plant milk,0.1111364850692193,0.0022210311743962726,0.21852999664146117
scen0,non_SSB,carton,cont,Plant milk,0,0,0
scen0,SSB,carton,cont,Plant milk,0.24984477201553063,0.009881073415574315,0.5575912131205422
scen0,non_SSB,carton,cont,Soy milk,1.1141620197260003,0.044063826611,2.486531726
scen0,SSB,carton,cont,Soy milk,3.35163136522,0.13255316617,7.480005219999999
scen0,SSB,glass,cont,Probiotic,3.6007130048960003,0.012702900224,0.278768
scen0,non_SSB,plastic,cont,Probiotic,0.0808972202892,0.0023220774674999997,0.45837330000000004
scen0,non_SSB,alum_can,cont,Soda,5.9801769143975685,0.09268187956782512,0.5790301352448091
scen0,SSB,alum_can,cont,Soda,5.357040343233703,0.08302439460214249,0.5186949882680835
scen0,non_SSB,bag_in_box,cont,Soda,0.7682067606323436,0.015352394514580231,1.5105410317446626
