distrib,cont_size,liter_cont,liter_drink,sug_add,sug_other,sug_unspec,sug_tot,mix_r,cont_type,bev_type,SSB_status
dining,0.354882593,50.3739,50.3739,0,0,107.08,107.08,0,alum_can,soda,SSB
dining,0.354882593,17.034300000000002,17.034300000000002,0,0,107.08,107.08,0,alum_can,soda,SSB
dining,0.248417815,11.924,11.924,0,0,108.69,108.69,0,alum_can,soda,SSB
dining,0.354882593,51.103,51.103,0,0,107.08,107.08,0,alum_can,soda,SSB
dining,0.248417815,11.924,11.924,0,0,108.69,108.69,0,alum_can,soda,SSB
dining,0.354882593,42.5858,42.5858,0,0,107.08,107.08,0,alum_can,soda,SSB
dining,0.354882593,59.620200000000004,59.620200000000004,0,0,107.08,107.08,0,alum_can,soda,SSB
dining,0.354882593,34.06870000000001,34.06870000000001,0,0,107.08,107.08,0,alum_can,soda,SSB
dining,0.248417815,29.810100000000002,29.810100000000002,0,0,108.69,108.69,0,alum_can,soda,SSB
dining,0.354882593,97.1042,97.1042,0,0,107.08,107.08,0,alum_can,soda,SSB
dining,0.591470988,85.17169999999999,85.17169999999999,104.82,0,0,104.82,0,plastic,soda,SSB
dining,0.236588395,68.1373,68.1373,71.85,0,0,71.85,0,carton,milk_almond,SSB
dining,0.236588395,76.6545,76.6545,54.949999999999996,0,0,54.949999999999996,0,carton,milk_almond,SSB
dining,0.236588395,34.06870000000001,34.06870000000001,84.54,4.23,0,88.76,0,carton,milk_soy,SSB
dining,0.236588395,22.7124,22.7124,59.17,4.23,0,63.4,0,carton,milk_soy,SSB
dining,0.340095818,163.24569999999997,163.24569999999997,120.55000000000001,20.580000000000002,0,141.14,0,plastic,juice,SSB
dining,0.340095818,652.9829,652.9829,114.66999999999999,2.94,0,117.61,0,plastic,juice,SSB
dining,0.340095818,97.94740000000002,97.94740000000002,114.66999999999999,2.94,0,117.61,0,plastic,juice,SSB
dining,0.340095818,48.9737,48.9737,0,0,102.91,102.91,0,plastic,juice,SSB
dining,0.340095818,922.3383,922.3383,105.85,2.94,0,108.78999999999999,0,plastic,juice,SSB
dining,11.35624298,352.04290000000003,2112.2574000000004,405.77000000000004,0,0,405.77000000000004,5,bag_in_box,juice,SSB
dining,18.92707163,1249.1799999999998,7495.079999999999,676.28,0,0,676.28,5,bag_in_box,juice,SSB
dining,11.35624298,4315.37,19419.165,532.5699999999999,0,0,532.5699999999999,3.5,bag_in_box,juice,SSB
dining,22.71248595,22417.19,22417.19,29.590000000000003,46.489999999999995,0,76.08,0,bag_in_box,milk_an,SSB
dining,18.92707163,37.854099999999995,227.1246,338.14,0,0,338.14,5,bag_in_box,tea,SSB
dining,0.354882593,298.1009,298.1009,104.26,0,0,104.26,0,alum_can,soda,SSB
dining,18.92707163,4466.78,26800.68,0,0,0,0,5,bag_in_box,soda,non_SSB
dining,18.92707163,18.927,113.562,659.37,0,0,659.37,5,bag_in_box,soda,SSB
dining,0.354882593,25.5515,25.5515,121.17,0,0,121.17,0,alum_can,soda,SSB
dining,18.92707163,5091.37,30548.22,659.37,0,0,659.37,5,bag_in_box,soda,SSB
dining,0.354882593,783.5795,783.5795,115.52999999999999,0,0,115.52999999999999,0,alum_can,soda,SSB
dining,18.92707163,18.927,113.562,0,0,0,0,5,bag_in_box,soda,SSB
dining,11.35624298,147.6309,885.7854,287.42,0,0,287.42,5,bag_in_box,tea,SSB
dining,0.591470988,91.09110000000001,91.09110000000001,111.58999999999999,0,0,111.58999999999999,0,plastic,soda,SSB
dining,0.354882593,34.06870000000001,34.06870000000001,76.08,0,0,76.08,0,alum_can,soda,SSB
dining,0.354882593,85.17169999999999,85.17169999999999,109.89999999999999,0,0,109.89999999999999,0,alum_can,soda,SSB
dining,11.35624298,476.96139999999997,2861.7684,0,0,0,0,5,bag_in_box,tea,non_SSB
dining,18.92707163,2611.9300000000003,15671.580000000002,743.91,0,0,743.91,5,bag_in_box,soda,SSB
dining,0.354882593,264.0322,264.0322,104.26,0,0,104.26,0,alum_can,soda,SSB
dining,0.354882593,366.23819999999995,366.23819999999995,107.08,0,0,107.08,0,alum_can,soda,SSB
dining,18.92707163,2536.22,15217.32,642.47,0,0,642.47,5,bag_in_box,soda,SSB
dining,1.892707163,27012.67,27012.67,50.72,4.23,0,54.949999999999996,0,carton,milk_soy,SSB
dining,0.414029692,437.2146,437.2146,21.74,0,0,21.74,0,carton,milk_other_plant,SSB
dining,0.414029692,317.97429999999997,317.97429999999997,21.74,0,0,21.74,0,carton,milk_other_plant,SSB
dining,0.414029692,422.30960000000005,422.30960000000005,21.74,0,0,21.74,0,carton,milk_other_plant,SSB
dining,0.414029692,521.6765,521.6765,21.74,0,0,21.74,0,carton,milk_other_plant,SSB
dining,0.414029692,198.73389999999998,198.73389999999998,21.74,0,0,21.74,0,carton,milk_other_plant,SSB
dining,0.414029692,417.3412,417.3412,21.74,0,0,21.74,0,carton,milk_other_plant,SSB
dining,0.354882593,1362.75,1362.75,0,0,67.63,67.63,0,alum_can,tea,SSB
dining,0.354882593,1481.99,1481.99,0,0,67.63,67.63,0,alum_can,tea,SSB
dining,0.354882593,1111.49,1111.49,0,0,19.720000000000002,19.720000000000002,0,alum_can,tea,SSB
dining,18.92707163,37.854099999999995,227.1246,727,0,0,727,5,bag_in_box,soda,SSB
dining,18.92707163,94.6352,567.8112,693.1899999999999,0,0,693.1899999999999,5,bag_in_box,soda,SSB
dining,18.92707163,9463.52,56781.12,693.1899999999999,0,0,693.1899999999999,5,bag_in_box,soda,SSB
dining,0.354882593,2.8390999999999997,2.8390999999999997,0,0,50.72,50.72,0,plastic,juice,SSB
dining,0.354882593,18.4539,18.4539,12.68,21.13,0,33.81,0,plastic,juice,SSB
dining,0.354882593,3.9037,3.9037,0,0,54.949999999999996,54.949999999999996,0,plastic,juice,SSB
dining,0.473176791,5178.44,5178.44,270.51,0,0,270.51,0,plastic,tea,SSB
dining,0.408114982,514.224,514.224,41.65,0,0,41.65,0,glass,tea,SSB
dining,0.408114982,239.9712,239.9712,0,0,36.75,36.75,0,glass,tea,SSB
dining,0.408114982,9.794699999999999,9.794699999999999,0,0,83.31,83.31,0,glass,tea,SSB
dining,0.408114982,798.2716,798.2716,0,0,88.21,88.21,0,glass,tea,SSB
dining,0.408114982,195.8949,195.8949,61.260000000000005,0,0,61.260000000000005,0,glass,tea,SSB
dining,0.408114982,269.35540000000003,269.35540000000003,0,0,90.66000000000001,90.66000000000001,0,glass,tea,SSB
dining,0.408114982,39.179,39.179,0,0,83.31,83.31,0,glass,tea,SSB
dining,0.408114982,288.9449,288.9449,49.01,19.599999999999998,0,68.61,0,glass,tea,SSB
dining,0.408114982,455.4556,455.4556,0,0,83.31,83.31,0,glass,tea,SSB
dining,0.408114982,9.794699999999999,9.794699999999999,0,0,83.31,83.31,0,glass,tea,SSB
dining,0.408114982,161.61329999999998,161.61329999999998,0,0,83.31,83.31,0,glass,tea,SSB
dining,0.408114982,9.794699999999999,9.794699999999999,0,0,88.21,88.21,0,glass,tea,SSB
dining,0.473176791,158.98710000000003,158.98710000000003,0,0,21.13,21.13,0,glass,tea,SSB
dining,0.473176791,28.3906,28.3906,0,0,21.13,21.13,0,glass,tea,SSB
dining,0.473176791,176.0215,176.0215,0,0,21.13,21.13,0,glass,tea,SSB
dining,0.473176791,45.4249,45.4249,0,0,21.13,21.13,0,glass,tea,SSB
dining,0.408114982,122.43430000000001,122.43430000000001,31.850000000000005,0,0,31.850000000000005,0,plastic,tea,SSB
dining,0.408114982,470.14770000000004,470.14770000000004,31.850000000000005,0,0,31.850000000000005,0,plastic,tea,SSB
dining,0.473176791,329.3305,329.3305,0,0,76.08,76.08,0,plastic,tea,SSB
dining,0.473176791,90.8498,90.8498,0,0,76.08,76.08,0,plastic,tea,SSB
dining,0.473176791,346.36480000000006,346.36480000000006,0,0,76.08,76.08,0,plastic,tea,SSB
dining,0.428816467,164.6652,164.6652,51.3,0,0,51.3,0,glass,tea,SSB
dining,0.428816467,138.93630000000002,138.93630000000002,48.97,0,0,48.97,0,glass,tea,SSB
dining,0.428816467,180.1026,180.1026,48.97,0,0,48.97,0,glass,tea,SSB
dining,0.428816467,149.2279,149.2279,48.97,0,0,48.97,0,glass,tea,SSB
dining,0.946353581,32569.649999999998,32569.649999999998,16.91,4.23,0,21.13,0,carton,milk_almond,SSB
dining,1.892707163,45.4249,45.4249,14.79,0,0,14.79,0,carton,milk_other_plant,SSB
dining,0.499792985,185.92270000000002,185.92270000000002,0,0,38.019999999999996,38.019999999999996,0,plastic,juice,SSB
dining,0.328266399,63.027,63.027,0,0,100.53,100.53,0,glass,soda,SSB
dining,0.328266399,55.148700000000005,55.148700000000005,0,0,91.39,91.39,0,glass,soda,SSB
dining,0.236588395,39.7468,39.7468,71.85,0,0,71.85,0,carton,milk_soy,SSB
dining,0.236588395,39.7468,39.7468,50.72,0,0,50.72,0,carton,milk_soy,SSB
dining,0.458390016,3223.3900000000003,3223.3900000000003,0,0,71.99,71.99,0,alum_can,tea,SSB
dining,0.458390016,2970.36,2970.36,0,0,71.99,71.99,0,alum_can,tea,SSB
dining,0.458390016,973.6188000000001,973.6188000000001,0,0,71.99,71.99,0,alum_can,tea,SSB
dining,0.458390016,3811.51,3811.51,0,0,69.81,69.81,0,alum_can,tea,SSB
dining,0.473176791,62.459199999999996,62.459199999999996,0,0,50.72,50.72,0,alum_can,tea,SSB
dining,0.473176791,62.459199999999996,62.459199999999996,0,0,50.72,50.72,0,alum_can,tea,SSB
dining,0.473176791,90.8498,90.8498,0,0,50.72,50.72,0,alum_can,tea,SSB
dining,3.785414325,919.8540999999999,919.8540999999999,0,0,11.1,11.1,0,plastic,juice,SSB
dining,0.473176791,79.49360000000001,79.49360000000001,0,0,126.8,126.8,0,plastic,juice,SSB
dining,0.473176791,39.7468,39.7468,92.99000000000001,21.13,0,114.12,0,plastic,juice,SSB
dining,0.473176791,96.5279,96.5279,97.22,42.27,0,139.48,0,plastic,juice,SSB
dining,0.449517951,134.85520000000002,134.85520000000002,0,0,117.9,117.9,0,plastic,juice,SSB
dining,0.449517951,53.9421,53.9421,0,0,104.56,104.56,0,plastic,juice,SSB
dining,0.591470988,515.7624,515.7624,0,0,109.89999999999999,109.89999999999999,0,plastic,soda,SSB
dining,0.591470988,311.1245,311.1245,128.48999999999998,0,0,128.48999999999998,0,plastic,soda,SSB
dining,0.591470988,930.0794000000001,930.0794000000001,130.17999999999998,0,0,130.17999999999998,0,plastic,soda,SSB
dining,0.473176791,17.034300000000002,17.034300000000002,0,0,150.04999999999998,150.04999999999998,0,carton,milk_an,SSB
dining,1.5,5525.99,5525.99,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,0.499792985,455.8104,455.8104,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,1,23218.960000000003,23218.960000000003,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,1,6239.99,6239.99,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,0.591470988,23861.68,23861.68,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,0.591470988,948.7184000000001,948.7184000000001,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,1,839.9986,839.9986,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,1,74.99990000000001,74.99990000000001,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,1.5,1836,1836,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,0.591470988,333.5891,333.5891,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,1,1305,1305,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,0.7,478.7992,478.7992,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,0.499792985,11263.32,11263.32,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,0.591470988,3307.5,3307.5,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,0.7,638.3989,638.3989,0,0,0,0,0,plastic,water_bottled,non_SSB
dining,0.5,12,12,0,0,0,0,0,glass,soda,non_SSB
dining,0.325309044,843.1996,843.1996,0,0,0,0,0,glass,soda,non_SSB
dining,0.325309044,374.7554,374.7554,0,0,0,0,0,glass,soda,non_SSB
dining,0.325309044,156.1481,156.1481,0,0,0,0,0,glass,soda,non_SSB
dining,0.75,494.9992,494.9992,0,0,0,0,0,glass,soda,non_SSB
dining,0.75,686.2489,686.2489,0,0,0,0,0,glass,soda,non_SSB
dining,0.354882593,8.517199999999999,8.517199999999999,0,0,0,0,0,glass,soda,non_SSB
dining,0.354882593,289.58369999999996,289.58369999999996,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.236588395,17.034300000000002,17.034300000000002,0,50.72,0,50.72,0,carton,milk_an,non_SSB
dining,0.449517951,432.43549999999993,432.43549999999993,0,109.00999999999999,0,109.00999999999999,0,plastic,juice,non_SSB
dining,0.449517951,144.74449999999996,144.74449999999996,0,100.11,0,100.11,0,plastic,juice,non_SSB
dining,0.449517951,1097.27,1097.27,0,122.35,0,122.35,0,plastic,juice,non_SSB
dining,0.449517951,2240.3900000000003,2240.3900000000003,0,117.9,0,117.9,0,plastic,juice,non_SSB
dining,0.449517951,225.2081,225.2081,0,75.64,0,75.64,0,plastic,juice,non_SSB
dining,0.449517951,285.8929,285.8929,0,109.00999999999999,0,109.00999999999999,0,plastic,juice,non_SSB
dining,0.449517951,1620.51,1620.51,0,126.8,0,126.8,0,plastic,juice,non_SSB
dining,0.449517951,356.46709999999996,356.46709999999996,0,93.42999999999999,0,93.42999999999999,0,plastic,juice,non_SSB
dining,0.449517951,210.374,210.374,0,109.00999999999999,0,109.00999999999999,0,plastic,juice,non_SSB
dining,0.449517951,349.7244,349.7244,0,113.44999999999999,0,113.44999999999999,0,plastic,juice,non_SSB
dining,0.449517951,144.295,144.295,0,97.88,0,97.88,0,plastic,juice,non_SSB
dining,0.449517951,60.684799999999996,60.684799999999996,0,135.7,0,135.7,0,plastic,juice,non_SSB
dining,0.449517951,721.9245999999999,721.9245999999999,0,97.88,0,97.88,0,plastic,juice,non_SSB
dining,0.449517951,170.36700000000002,170.36700000000002,0,117.9,0,117.9,0,plastic,juice,non_SSB
dining,0.449517951,231.50140000000002,231.50140000000002,0,111.22999999999999,0,111.22999999999999,0,plastic,juice,non_SSB
dining,0.449517951,416.2529,416.2529,0,117.9,0,117.9,0,plastic,juice,non_SSB
dining,0.449517951,422.5462,422.5462,0,106.78,0,106.78,0,plastic,juice,non_SSB
dining,0.449517951,543.9158,543.9158,0,106.78,0,106.78,0,plastic,juice,non_SSB
dining,0.449517951,1282.92,1282.92,0,97.88,0,97.88,0,plastic,juice,non_SSB
dining,0.449517951,399.1713,399.1713,0,77.86,0,77.86,0,plastic,juice,non_SSB
dining,0.449517951,112.82879999999999,112.82879999999999,0,57.84,0,57.84,0,plastic,juice,non_SSB
dining,0.449517951,42.704100000000004,42.704100000000004,0,60.06,0,60.06,0,plastic,juice,non_SSB
dining,0.449517951,111.4803,111.4803,0,120.13,0,120.13,0,plastic,juice,non_SSB
dining,0.449517951,61.5839,61.5839,0,60.06,0,60.06,0,plastic,juice,non_SSB
dining,3.785414325,3399.3,3399.3,0,97.22,0,97.22,0,plastic,juice,non_SSB
dining,0.449517951,100.2423,100.2423,0,31.14,0,31.14,0,plastic,probiotic,non_SSB
dining,0.449517951,171.71559999999997,171.71559999999997,0,104.56,0,104.56,0,plastic,juice,non_SSB
dining,0.449517951,140.6989,140.6989,0,88.98,0,88.98,0,plastic,juice,non_SSB
dining,0.449517951,22.925399999999996,22.925399999999996,0,0,104.56,104.56,0,plastic,juice,non_SSB
dining,0.449517951,197.7876,197.7876,0,120.13,0,120.13,0,plastic,juice,non_SSB
dining,0.449517951,192.84290000000001,192.84290000000001,0,115.68,0,115.68,0,plastic,juice,non_SSB
dining,0.449517951,465.2503,465.2503,0,126.8,0,126.8,0,plastic,juice,non_SSB
dining,0.449517951,142.9465,142.9465,0,115.68,0,115.68,0,plastic,juice,non_SSB
dining,0.449517951,151.9368,151.9368,0,104.56,0,104.56,0,plastic,juice,non_SSB
dining,0.449517951,186.1001,186.1001,0,106.78,0,106.78,0,plastic,juice,non_SSB
dining,0.449517951,301.626,301.626,0,104.56,0,104.56,0,plastic,juice,non_SSB
dining,0.449517951,342.98159999999996,342.98159999999996,0,113.44999999999999,0,113.44999999999999,0,plastic,juice,non_SSB
dining,0.449517951,32.3652,32.3652,0,109.00999999999999,0,109.00999999999999,0,plastic,juice,non_SSB
dining,0.449517951,60.23530000000001,60.23530000000001,0,122.35,0,122.35,0,plastic,juice,non_SSB
dining,0.449517951,9.889400000000002,9.889400000000002,0,122.35,0,122.35,0,plastic,juice,non_SSB
dining,0.449517951,86.3073,86.3073,0,117.9,0,117.9,0,plastic,juice,non_SSB
dining,0.449517951,39.5575,39.5575,0,117.9,0,117.9,0,plastic,juice,non_SSB
dining,0.449517951,79.115,79.115,0,126.8,0,126.8,0,plastic,juice,non_SSB
dining,0.449517951,28.769099999999998,28.769099999999998,0,126.8,0,126.8,0,plastic,juice,non_SSB
dining,0.449517951,6.7428,6.7428,0,93.42999999999999,0,93.42999999999999,0,plastic,juice,non_SSB
dining,0.449517951,7.1922999999999995,7.1922999999999995,0,122.35,0,122.35,0,plastic,juice,non_SSB
dining,0.449517951,50.3459,50.3459,0,97.88,0,97.88,0,plastic,juice,non_SSB
dining,0.449517951,12.586500000000001,12.586500000000001,0,97.88,0,97.88,0,plastic,juice,non_SSB
dining,0.449517951,44.951699999999995,44.951699999999995,0,106.78,0,106.78,0,plastic,juice,non_SSB
dining,0.449517951,10.7884,10.7884,0,106.78,0,106.78,0,plastic,juice,non_SSB
dining,0.449517951,64.7305,64.7305,0,97.88,0,97.88,0,plastic,juice,non_SSB
dining,0.449517951,25.173000000000002,25.173000000000002,0,97.88,0,97.88,0,plastic,juice,non_SSB
dining,0.192228071,16.147100000000002,16.147100000000002,0,26.009999999999998,0,26.009999999999998,0,alum_can,coffee_milk,non_SSB
dining,0.192228071,2.3066999999999998,2.3066999999999998,0,26.009999999999998,0,26.009999999999998,0,alum_can,coffee_milk,non_SSB
dining,0.340095818,1518.1899999999998,1518.1899999999998,0,97.03,0,97.03,0,plastic,juice,non_SSB
dining,0.355,17.04,17.04,0,0,8.45,8.45,0,alum_can,soda,non_SSB
dining,0.50275034,265.45169999999996,265.45169999999996,0,0,0,0,0,plastic,soda,non_SSB
dining,0.50275034,307.6827,307.6827,0,0,0,0,0,plastic,soda,non_SSB
dining,0.50275034,265.45169999999996,265.45169999999996,0,0,0,0,0,plastic,soda,non_SSB
dining,0.50275034,464.5405,464.5405,0,0,0,0,0,plastic,soda,non_SSB
dining,0.50275034,398.17760000000004,398.17760000000004,0,0,0,0,0,plastic,soda,non_SSB
dining,0.50275034,277.5177,277.5177,0,0,0,0,0,plastic,soda,non_SSB
dining,0.50275034,434.3756,434.3756,0,0,0,0,0,plastic,soda,non_SSB
dining,0.355,17.04,17.04,0,0,2.82,2.82,0,alum_can,soda,non_SSB
dining,0.354882593,32.649100000000004,32.649100000000004,0,64.81,0,64.81,0,plastic,juice,non_SSB
dining,0.354882593,28.745399999999997,28.745399999999997,0,64.81,0,64.81,0,plastic,juice,non_SSB
dining,0.354882593,53.587199999999996,53.587199999999996,0,50.72,0,50.72,0,plastic,juice,non_SSB
dining,0.354882593,12.7758,12.7758,0,50.72,0,50.72,0,plastic,juice,non_SSB
dining,0.354882593,1.0646,1.0646,0,0,71.85,71.85,0,plastic,juice,non_SSB
dining,0.354882593,52.52250000000001,52.52250000000001,0,0,16.91,16.91,0,plastic,juice,non_SSB
dining,0.449517951,87.65589999999999,87.65589999999999,0,29.590000000000003,0,29.590000000000003,0,plastic,probiotic,non_SSB
dining,0.449517951,89.0044,89.0044,0,29.590000000000003,0,29.590000000000003,0,plastic,probiotic,non_SSB
dining,0.449517951,31.0167,31.0167,0,38.04,0,38.04,0,plastic,probiotic,non_SSB
dining,0.449517951,80.01410000000001,80.01410000000001,0,29.590000000000003,0,29.590000000000003,0,plastic,probiotic,non_SSB
dining,0.449517951,28.769099999999998,28.769099999999998,0,29.590000000000003,0,29.590000000000003,0,plastic,probiotic,non_SSB
dining,0.059147099,209.38040000000004,209.38040000000004,0,67.63,0,67.63,0,plastic,juice,non_SSB
dining,0.059147099,210.5633,210.5633,0,50.72,0,50.72,0,plastic,juice,non_SSB
dining,0.059147099,415.21189999999996,415.21189999999996,0,50.72,0,50.72,0,plastic,juice,non_SSB
dining,0.340095818,420.3577,420.3577,0,0,0,0,0,alum_can,tea,non_SSB
dining,0.340095818,416.2766,416.2766,0,0,0,0,0,alum_can,tea,non_SSB
dining,0.325309044,341.8994,341.8994,0,0,0,0,0,glass,coffee,non_SSB
dining,0.325309044,424.1819,424.1819,0,0,0,0,0,glass,coffee,non_SSB
dining,0.354882593,127.75750000000001,127.75750000000001,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,42.5858,42.5858,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,76.6545,76.6545,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,1104.4,1104.4,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,363.402,363.402,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,1280.42,1280.42,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,332.16960000000006,332.16960000000006,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,34.06870000000001,34.06870000000001,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,576.3311999999999,576.3311999999999,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,68.1373,68.1373,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,502.5129,502.5129,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.354882593,127.75750000000001,127.75750000000001,0,0,0,0,0,plastic,soda,non_SSB
dining,0.354882593,4.2586,4.2586,0,0,0,0,0,plastic,soda,non_SSB
dining,0.414029692,59.620200000000004,59.620200000000004,0,0,0,0,0,carton,milk_an,non_SSB
dining,0.414029692,382.2079,382.2079,0,0,0,0,0,carton,milk_an,non_SSB
dining,0.414029692,193.76559999999998,193.76559999999998,0,4.83,0,4.83,0,carton,milk_an,non_SSB
dining,0.414029692,387.5310999999999,387.5310999999999,0,4.83,0,4.83,0,carton,milk_an,non_SSB
dining,0.414029692,119.24040000000001,119.24040000000001,0,0,0,0,0,carton,milk_an,non_SSB
dining,0.414029692,228.54399999999998,228.54399999999998,0,0,0,0,0,carton,milk_an,non_SSB
dining,0.449517951,859.9264,859.9264,0,106.78,0,106.78,0,plastic,juice,non_SSB
dining,0.449517951,816.3240999999999,816.3240999999999,0,93.42999999999999,0,93.42999999999999,0,plastic,juice,non_SSB
dining,0.449517951,13.485500000000002,13.485500000000002,0,111.22999999999999,0,111.22999999999999,0,plastic,juice,non_SSB
dining,0.499792985,1138.03,1138.03,0,39.160000000000004,0,39.160000000000004,0,carton,juice,non_SSB
dining,0.499792985,117.45160000000001,117.45160000000001,0,60.019999999999996,0,60.019999999999996,0,alum_can,juice,non_SSB
dining,0.473176791,89.43410000000002,89.43410000000002,0,1.0399999999999998,0,1.0399999999999998,0,alum_can,soda,non_SSB
dining,0.473176791,147.6309,147.6309,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,170.3434,170.3434,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,227.12449999999998,227.12449999999998,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,283.9056,283.9056,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,79.49360000000001,79.49360000000001,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,136.27469999999997,136.27469999999997,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,793.9908,793.9908,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,56.7811,56.7811,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,113.5622,113.5622,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,113.5622,113.5622,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,56.7811,56.7811,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,306.1448000000001,306.1448000000001,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.473176791,255.515,255.515,0,0,0,0,0,glass,juice,non_SSB
dining,0.547110664,1518.78,1518.78,0,0,0,0,0,plastic,tea,non_SSB
dining,0.547110664,1260.54,1260.54,0,0,0,0,0,plastic,tea,non_SSB
dining,1,78.0044,78.0044,0,0,0,0,0,plastic,soda,non_SSB
dining,0.591470988,127.75750000000001,127.75750000000001,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.591470988,42.5858,42.5858,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.591470988,113.5622,113.5622,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.591470988,14.787199999999999,14.787199999999999,0,0,0,0,0,plastic,soda,non_SSB
dining,0.591470988,2646.24,2646.24,0,0,0,0,0,plastic,soda,non_SSB
dining,0.591470988,28.3906,28.3906,0,0,0,0,0,plastic,soda,non_SSB
dining,0.591470988,141.95280000000002,141.95280000000002,0,0,0,0,0,plastic,soda,non_SSB
dining,0.591470988,311.7056,311.7056,0,0,0,0,0,plastic,soda,non_SSB
dining,0.591470988,1722.95,1722.95,0,0,0,0,0,plastic,soda,non_SSB
dining,0.591470988,312.29619999999994,312.29619999999994,0,0,0,0,0,plastic,soda,non_SSB
dining,0.591470988,269.71029999999996,269.71029999999996,0,0,0,0,0,plastic,soda,non_SSB
dining,0.709765186,68.1373,68.1373,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.828059384,285.68,285.68,0,0,0,0,0,plastic,soda,non_SSB
dining,0.828059384,583.7809000000001,583.7809000000001,0,0,0,0,0,plastic,soda,non_SSB
dining,0.828059384,186.3131,186.3131,0,0,0,0,0,plastic,soda,non_SSB
dining,0.828059384,260.83829999999995,260.83829999999995,0,0,0,0,0,plastic,soda,non_SSB
dining,0.828059384,186.3131,186.3131,0,0,0,0,0,plastic,soda,non_SSB
dining,18.92707163,37.854099999999995,227.1246,693.1899999999999,0,0,693.1899999999999,5,bag_in_box,soda,SSB
dining,18.92707163,6946.22,41677.32,693.1899999999999,0,0,693.1899999999999,5,bag_in_box,soda,SSB
dining,11.35624298,1033.42,6200.52,0,0,0,0,5,bag_in_box,tea,non_SSB
dining,0.05707695,8.904,8.904,0,0,0,0,0,plastic,soda,non_SSB
dining,0.05707695,3.4246,3.4246,0,0,0,0,0,plastic,soda,non_SSB
dining,0.05707695,5.479400000000001,5.479400000000001,0,0,0,0,0,plastic,soda,non_SSB
dining,0.05707695,6.849200000000001,6.849200000000001,0,0,0,0,0,plastic,soda,non_SSB
dining,0.05707695,6.164299999999999,6.164299999999999,0,0,0,0,0,plastic,soda,non_SSB
dining,0.05707695,10.2738,10.2738,0,0,0,0,0,plastic,soda,non_SSB
dining,0.05707695,2.7397,2.7397,0,0,0,0,0,plastic,soda,non_SSB
dining,0.05707695,4.794499999999999,4.794499999999999,0,0,0,0,0,plastic,soda,non_SSB
dining,0.05707695,3.4246,3.4246,0,0,0,0,0,plastic,soda,non_SSB
dining,0.05707695,4.794499999999999,4.794499999999999,0,0,0,0,0,plastic,soda,non_SSB
dining,0.192228071,423.86220000000003,423.86220000000003,0,26.009999999999998,0,26.009999999999998,0,glass,coffee_milk,non_SSB
dining,0.236588395,62.459199999999996,62.459199999999996,0,0,0,0,0,alum_can,coffee,non_SSB
dining,0.236588395,70.9764,70.9764,0,0,0,0,0,alum_can,coffee,non_SSB
dining,0.354882593,1149.82,1149.82,0,0,0,0,0,alum_can,soda,non_SSB
dining,0.310522269,24.220699999999997,24.220699999999997,0,0,0,0,0,plastic,coffee,non_SSB
