scen,bev_type,SSB_status,cont_type,vol
scen5_2,soda,SSB,bag_in_box,176248.50817859248
scen5_2,tea,non_SSB,alum_can,899.981027190844
scen5_2,tea,non_SSB,glass,1865.437278185405
scen5_2,tea,non_SSB,bag_in_box,9062.291694623753
scen5_2,tea,SSB,alum_can,53806.570053987656
scen5_2,tea,SSB,glass,33895.41991593874
scen5_2,tea,SSB,bag_in_box,1112.9100300736031
scen5_2,water_ucsb,non_SSB,steel_bott_reuse,337813.81
scen6_1,coffee,non_SSB,alum_can,133.43582931954137
scen6_1,coffee,non_SSB,glass,949.2020312753148
scen6_1,coffee,non_SSB,plastic,197.49213940514377
scen6_1,coffee,SSB,alum_can,13.84039201092578
scen6_1,coffee,SSB,glass,639.9999305735457
scen6_1,coffee,SSB,plastic,39.12567741552837
scen6_1,coffee_milk,non_SSB,alum_can,681.6364117923858
scen6_1,coffee_milk,non_SSB,glass,7553.8325552547885
scen6_1,coffee_milk,non_SSB,plastic,72.04103295282522
scen6_1,coffee_milk,SSB,alum_can,3876.876387980074
scen6_1,coffee_milk,SSB,glass,8036.504031323851
scen6_1,coffee_milk,SSB,plastic,2022.6495806960752
scen6_1,juice,non_SSB,alum_can,272.71209526821985
scen6_1,juice,non_SSB,glass,667.1780884239089
scen6_1,juice,non_SSB,plastic,38265.97983605364
scen6_1,juice,non_SSB,carton,1138.0299802542395
scen6_1,juice,SSB,alum_can,7849.634733529118
scen6_1,juice,SSB,glass,4986.375594251596
scen6_1,juice,SSB,plastic,12197.841741314658
scen6_1,juice,SSB,carton,667.1268858519276
scen6_1,juice,SSB,bag_in_box,63890.1010450527
scen6_1,milk_almond,non_SSB,carton,511.03
scen6_1,milk_almond,SSB,plastic,7939.773584530642
scen6_1,milk_almond,SSB,carton,60821.096415469365
scen6_1,milk_an,non_SSB,plastic,55461.43116117958
scen6_1,milk_an,non_SSB,carton,1583.80883882042
scen6_1,milk_an,SSB,plastic,433.0980186889384
scen6_1,milk_an,SSB,carton,323.741013969992
scen6_1,milk_an,SSB,bag_in_box,22417.19096734107
scen6_1,milk_other_plant,non_SSB,carton,0
scen6_1,milk_other_plant,non_SSB,bag_in_box,0
scen6_1,milk_other_plant,SSB,carton,2360.674060628883
scen6_1,milk_other_plant,SSB,bag_in_box,5178.4359393711175
scen6_1,milk_soy,non_SSB,carton,10527.230000000001
scen6_1,milk_soy,SSB,carton,31668.1
scen6_1,probiotic,non_SSB,plastic,416.703
scen6_1,probiotic,SSB,glass,5575.360000000001
scen6_1,soda,non_SSB,alum_can,31657.348646909573
scen6_1,soda,non_SSB,glass,2880.3571314797523
scen6_1,soda,non_SSB,plastic,59980.8960731263
scen6_1,soda,non_SSB,bag_in_box,35794.808148484364
scen6_1,soda,SSB,alum_can,12251.654011023265
scen6_1,soda,SSB,glass,1232.5280910488555
scen6_1,soda,SSB,plastic,30576.44057794086
scen6_1,soda,SSB,carton,2.923799978766118
scen6_1,soda,SSB,bag_in_box,176248.50352000823
scen6_1,tea,non_SSB,alum_can,899.9805481161453
scen6_1,tea,non_SSB,glass,1891.1504808428524
scen6_1,tea,non_SSB,plastic,13033.482100424128
scen6_1,tea,non_SSB,bag_in_box,9062.286870616877
scen6_1,tea,SSB,alum_can,53806.56806976667
scen6_1,tea,SSB,glass,33869.70446623319
scen6_1,tea,SSB,plastic,12687.967474967249
scen6_1,tea,SSB,bag_in_box,1112.9099890329005
scen6_1,water_bottled,non_SSB,plastic,104488.89
scen6_2,coffee,non_SSB,alum_can,133.43582931954137
scen6_2,coffee,non_SSB,glass,949.2020312753148
scen6_2,coffee,non_SSB,plastic,197.49213940514377
scen6_2,coffee,SSB,alum_can,13.84039201092578
scen6_2,coffee,SSB,glass,639.9999305735457
scen6_2,coffee,SSB,plastic,39.12567741552837
scen6_2,coffee_milk,non_SSB,alum_can,18.453799999999998
scen6_2,coffee_milk,non_SSB,glass,423.8622
scen6_2,coffee_milk,non_SSB,plastic,72.04099999999998
scen6_2,coffee_milk,SSB,alum_can,3876.876387980074
scen6_2,coffee_milk,SSB,glass,8036.504031323851
scen6_2,coffee_milk,SSB,plastic,2022.6495806960752
scen6_2,juice,non_SSB,alum_can,210.60811725361796
scen6_2,juice,non_SSB,glass,667.1781546571383
scen6_2,juice,non_SSB,plastic,38265.983634858574
scen6_2,juice,non_SSB,carton,1138.0300932306727
scen6_2,juice,SSB,alum_can,7849.634733529118
scen6_2,juice,SSB,glass,4986.375594251596
scen6_2,juice,SSB,plastic,12197.841741314658
scen6_2,juice,SSB,carton,667.1268858519276
scen6_2,juice,SSB,bag_in_box,63890.1010450527
scen6_2,milk_almond,non_SSB,carton,511.03
scen6_2,milk_almond,SSB,plastic,7939.773584530642
scen6_2,milk_almond,SSB,carton,60821.096415469365
scen6_2,milk_an,non_SSB,plastic,55461.43116117958
scen6_2,milk_an,non_SSB,carton,1583.80883882042
scen6_2,milk_an,SSB,plastic,433.0980186889384
scen6_2,milk_an,SSB,carton,323.741013969992
scen6_2,milk_an,SSB,bag_in_box,22417.19096734107
scen6_2,milk_other_plant,SSB,carton,2360.674060628883
scen6_2,milk_other_plant,SSB,bag_in_box,5178.4359393711175
scen6_2,milk_soy,non_SSB,carton,10527.230000000001
scen6_2,milk_soy,SSB,carton,31668.1
scen6_2,probiotic,non_SSB,plastic,416.703
scen6_2,probiotic,SSB,glass,5575.360000000001
scen6_2,soda,non_SSB,alum_can,23161.205409792365
scen6_2,soda,non_SSB,glass,2880.357375323597
scen6_2,soda,non_SSB,plastic,18664.776036100575
scen6_2,soda,non_SSB,bag_in_box,35794.81117878348
scen6_2,soda,SSB,alum_can,12251.654011023265
scen6_2,soda,SSB,glass,1232.5280910488555
scen6_2,soda,SSB,plastic,30576.44057794086
scen6_2,soda,SSB,carton,2.923799978766118
scen6_2,soda,SSB,bag_in_box,176248.50352000823
scen6_2,tea,non_SSB,alum_can,899.9807637184596
scen6_2,tea,non_SSB,glass,1865.4367320725505
scen6_2,tea,non_SSB,plastic,5121.493462600721
scen6_2,tea,non_SSB,bag_in_box,9062.289041608268
scen6_2,tea,SSB,alum_can,53806.56806976667
scen6_2,tea,SSB,glass,33869.70446623319
scen6_2,tea,SSB,plastic,12687.967474967249
scen6_2,tea,SSB,bag_in_box,1112.9099890329005
scen6_2,water_bottled,non_SSB,plastic,170094.12
